gene_id,GE,Pattern_1,Pattern_2
ENSG00000162078,0.0,9,62
ENSG00000197016,1.0,8,61
ENSG00000198074,0.0,12,70
ENSG00000069943,1.0,14,30
ENSG00000118418,1.0,12,37
ENSG00000010219,0.0,10,63
ENSG00000073584,1.0,13,27
ENSG00000124356,1.0,20,35
ENSG00000205495,0.0,5,58
ENSG00000143797,1.0,10,41
ENSG00000000005,0.0,5,64
ENSG00000072682,0.0,10,65
ENSG00000255378,0.0,0,3
ENSG00000140526,1.0,14,28
ENSG00000100426,1.0,13,30
ENSG00000170525,1.0,13,32
ENSG00000100239,1.0,18,15
ENSG00000133997,1.0,15,36
ENSG00000185246,1.0,14,26
ENSG00000187950,0.0,17,38
ENSG00000188056,0.0,4,67
ENSG00000127445,1.0,14,21
ENSG00000113211,0.0,13,67
ENSG00000165376,0.0,7,64
ENSG00000179965,1.0,13,9
ENSG00000169684,0.0,5,54
ENSG00000158516,0.0,12,44
ENSG00000011478,1.0,15,30
ENSG00000173915,1.0,16,26
ENSG00000100749,1.0,9,42
ENSG00000117407,0.0,13,42
ENSG00000100156,0.0,12,66
ENSG00000152291,1.0,14,35
ENSG00000136110,0.0,9,42
ENSG00000136295,1.0,13,33
ENSG00000170396,0.0,13,46
ENSG00000101230,0.0,15,61
ENSG00000184330,0.0,5,58
ENSG00000122376,1.0,14,34
ENSG00000044574,1.0,15,26
ENSG00000072195,1.0,10,64
ENSG00000144868,1.0,8,45
ENSG00000062598,1.0,13,37
ENSG00000203963,0.0,12,43
ENSG00000100012,0.0,7,62
ENSG00000174456,1.0,7,46
ENSG00000176428,1.0,14,38
ENSG00000088992,0.0,10,68
ENSG00000121274,0.0,14,36
ENSG00000163378,0.0,13,50
ENSG00000129744,0.0,2,58
ENSG00000092470,1.0,16,24
ENSG00000186141,1.0,14,20
ENSG00000141580,1.0,15,43
ENSG00000182759,0.0,6,64
ENSG00000132681,0.0,10,43
ENSG00000117281,0.0,6,62
ENSG00000143801,1.0,14,52
ENSG00000089116,0.0,8,74
ENSG00000256713,0.0,0,5
ENSG00000171451,1.0,13,42
ENSG00000186019,1.0,16,40
ENSG00000141971,1.0,15,26
ENSG00000158006,1.0,13,38
ENSG00000166340,1.0,16,33
ENSG00000089154,1.0,15,27
ENSG00000186579,0.0,4,9
ENSG00000100225,1.0,17,43
ENSG00000004961,1.0,14,63
ENSG00000136197,0.0,11,32
ENSG00000173976,0.0,15,49
ENSG00000213366,1.0,10,32
ENSG00000120915,0.0,8,54
ENSG00000160654,0.0,10,59
ENSG00000166501,0.0,9,61
ENSG00000183258,1.0,16,21
ENSG00000157322,0.0,4,7
ENSG00000143614,1.0,15,31
ENSG00000243232,1.0,14,42
ENSG00000161217,1.0,11,39
ENSG00000169856,0.0,12,67
ENSG00000136002,1.0,14,40
ENSG00000004809,0.0,9,64
ENSG00000106624,1.0,18,47
ENSG00000185467,0.0,9,48
ENSG00000236981,0.0,10,50
ENSG00000131351,1.0,15,26
ENSG00000151292,1.0,16,32
ENSG00000204347,1.0,16,26
ENSG00000164128,0.0,6,62
ENSG00000163288,0.0,10,53
ENSG00000189068,0.0,7,55
ENSG00000118898,0.0,9,68
ENSG00000011201,0.0,13,72
ENSG00000001036,1.0,14,36
ENSG00000186860,0.0,5,68
ENSG00000138801,1.0,17,44
ENSG00000257591,0.0,15,32
ENSG00000051108,1.0,17,32
ENSG00000157657,1.0,13,40
ENSG00000143443,0.0,17,43
ENSG00000184486,1.0,16,36
ENSG00000197111,1.0,14,30
ENSG00000107581,1.0,14,27
ENSG00000135218,0.0,12,51
ENSG00000123405,0.0,15,38
ENSG00000158528,1.0,15,36
ENSG00000184210,0.0,12,61
ENSG00000076770,0.0,11,68
ENSG00000197321,0.0,10,52
ENSG00000110906,1.0,14,39
ENSG00000179071,0.0,13,37
ENSG00000107672,1.0,13,27
ENSG00000091490,1.0,16,38
ENSG00000154451,0.0,11,43
ENSG00000167536,1.0,17,23
ENSG00000122484,1.0,17,38
ENSG00000198382,1.0,7,35
ENSG00000204314,0.0,13,52
ENSG00000184500,1.0,9,38
ENSG00000181733,0.0,6,41
ENSG00000060491,1.0,16,30
ENSG00000196735,0.0,4,48
ENSG00000237541,0.0,4,67
ENSG00000107611,0.0,7,50
ENSG00000170776,1.0,10,33
ENSG00000139116,1.0,12,25
ENSG00000188938,1.0,14,28
ENSG00000182010,0.0,11,34
ENSG00000099139,0.0,7,53
ENSG00000139514,1.0,16,44
ENSG00000106682,1.0,14,30
ENSG00000105072,1.0,14,26
ENSG00000180884,0.0,17,47
ENSG00000205678,0.0,7,30
ENSG00000068078,1.0,19,49
ENSG00000156500,0.0,7,52
ENSG00000152944,1.0,13,39
ENSG00000167747,1.0,16,36
ENSG00000127870,1.0,15,34
ENSG00000173153,1.0,12,20
ENSG00000205279,0.0,7,53
ENSG00000132821,0.0,6,66
ENSG00000169567,1.0,15,26
ENSG00000100079,0.0,4,47
ENSG00000196526,1.0,11,32
ENSG00000060558,0.0,13,50
ENSG00000156282,0.0,13,67
ENSG00000040531,1.0,13,25
ENSG00000112576,1.0,4,40
ENSG00000136758,1.0,13,28
ENSG00000112159,1.0,11,25
ENSG00000226174,1.0,11,36
ENSG00000168827,1.0,14,33
ENSG00000178209,1.0,16,24
ENSG00000126214,1.0,12,23
ENSG00000108448,1.0,8,17
ENSG00000163380,0.0,10,46
ENSG00000185245,0.0,14,33
ENSG00000196378,1.0,13,30
ENSG00000129993,0.0,9,58
ENSG00000198825,1.0,15,33
ENSG00000120093,0.0,13,70
ENSG00000142538,0.0,9,64
ENSG00000171942,0.0,10,65
ENSG00000129680,0.0,7,58
ENSG00000166228,1.0,14,40
ENSG00000188452,0.0,8,62
ENSG00000140365,1.0,18,24
ENSG00000241553,1.0,13,26
ENSG00000164675,0.0,10,23
ENSG00000157184,1.0,14,37
ENSG00000104497,0.0,13,48
ENSG00000249709,0.0,14,31
ENSG00000186265,0.0,7,51
ENSG00000198780,0.0,10,52
ENSG00000172062,1.0,0,1
ENSG00000164252,1.0,16,37
ENSG00000198336,0.0,8,64
ENSG00000105821,1.0,13,22
ENSG00000157999,0.0,15,23
ENSG00000172476,0.0,10,63
ENSG00000116525,1.0,15,53
ENSG00000187730,0.0,9,64
ENSG00000135502,0.0,10,57
ENSG00000167104,0.0,9,58
ENSG00000204228,1.0,10,31
ENSG00000198901,1.0,11,27
ENSG00000123989,1.0,13,32
ENSG00000116690,0.0,9,58
ENSG00000168806,1.0,13,38
ENSG00000119689,1.0,15,28
ENSG00000163453,0.0,7,54
ENSG00000189058,0.0,8,41
ENSG00000253787,0.0,8,29
ENSG00000100441,1.0,12,38
ENSG00000101181,1.0,7,32
ENSG00000121417,1.0,14,34
ENSG00000115446,1.0,16,28
ENSG00000226929,0.0,0,0
ENSG00000061492,0.0,10,53
ENSG00000105650,0.0,8,51
ENSG00000188529,1.0,15,34
ENSG00000154309,0.0,11,43
ENSG00000089505,1.0,15,41
ENSG00000204439,1.0,16,15
ENSG00000112667,1.0,14,41
ENSG00000169282,0.0,5,52
ENSG00000136720,1.0,18,37
ENSG00000239332,0.0,9,61
ENSG00000145216,1.0,16,37
ENSG00000011600,0.0,7,50
ENSG00000171853,1.0,13,16
ENSG00000083544,1.0,13,27
ENSG00000102900,1.0,9,45
ENSG00000095932,0.0,6,61
ENSG00000134780,1.0,12,52
ENSG00000198093,1.0,18,40
ENSG00000114388,1.0,11,26
ENSG00000182472,0.0,9,36
ENSG00000085491,0.0,17,40
ENSG00000253548,0.0,4,49
ENSG00000138395,0.0,4,67
ENSG00000171044,0.0,14,46
ENSG00000164967,1.0,10,34
ENSG00000176473,0.0,14,31
ENSG00000204344,1.0,0,2
ENSG00000139546,1.0,14,22
ENSG00000126767,1.0,11,51
ENSG00000054598,0.0,2,63
ENSG00000171847,0.0,6,34
ENSG00000135912,1.0,14,32
ENSG00000213186,0.0,14,45
ENSG00000125821,1.0,13,38
ENSG00000104435,1.0,10,71
ENSG00000113552,1.0,15,27
ENSG00000100580,1.0,14,33
ENSG00000160870,0.0,8,61
ENSG00000131475,1.0,15,34
ENSG00000187855,0.0,8,71
ENSG00000185479,0.0,13,47
ENSG00000232774,0.0,10,62
ENSG00000151413,0.0,16,44
ENSG00000111249,0.0,12,73
ENSG00000100442,1.0,13,31
ENSG00000104723,1.0,14,51
ENSG00000157429,0.0,6,47
ENSG00000140326,1.0,15,24
ENSG00000186867,0.0,6,67
ENSG00000132305,1.0,13,23
ENSG00000101448,0.0,8,67
ENSG00000163440,0.0,8,40
ENSG00000220161,0.0,3,21
ENSG00000104331,1.0,11,29
ENSG00000094661,0.0,6,59
ENSG00000135070,1.0,18,39
ENSG00000145451,0.0,10,62
ENSG00000106066,1.0,7,60
ENSG00000154175,0.0,9,59
ENSG00000137285,1.0,17,35
ENSG00000075651,0.0,13,42
ENSG00000034239,0.0,10,63
ENSG00000147257,0.0,9,61
ENSG00000117533,1.0,17,33
ENSG00000122550,1.0,11,39
ENSG00000145354,1.0,12,28
ENSG00000140983,1.0,14,22
ENSG00000105983,1.0,12,37
ENSG00000253719,1.0,12,43
ENSG00000025800,1.0,12,34
ENSG00000070031,0.0,12,63
ENSG00000163251,1.0,12,41
ENSG00000170382,1.0,15,52
ENSG00000174943,1.0,16,23
ENSG00000160182,0.0,8,59
ENSG00000164303,0.0,2,38
ENSG00000163171,0.0,13,45
ENSG00000124491,0.0,10,67
ENSG00000130766,1.0,12,39
ENSG00000178718,0.0,6,56
ENSG00000132465,0.0,5,51
ENSG00000104131,1.0,20,22
ENSG00000196218,0.0,7,60
ENSG00000167360,0.0,9,52
ENSG00000177370,1.0,16,35
ENSG00000067177,1.0,16,50
ENSG00000105677,1.0,15,35
ENSG00000196747,0.0,7,22
ENSG00000101079,1.0,13,31
ENSG00000105246,0.0,8,57
ENSG00000122971,0.0,14,37
ENSG00000162946,1.0,12,31
ENSG00000101811,1.0,18,58
ENSG00000124074,1.0,14,28
ENSG00000107187,0.0,5,69
ENSG00000157500,1.0,15,27
ENSG00000160767,1.0,15,21
ENSG00000113119,1.0,15,35
ENSG00000117013,0.0,8,58
ENSG00000176533,1.0,13,42
ENSG00000119986,0.0,13,48
ENSG00000179454,1.0,14,36
ENSG00000165271,1.0,16,26
ENSG00000074370,0.0,13,69
ENSG00000065328,1.0,14,28
ENSG00000187513,0.0,15,61
ENSG00000127951,0.0,11,51
ENSG00000136485,1.0,17,27
ENSG00000175567,1.0,15,35
ENSG00000156026,1.0,8,35
ENSG00000176894,1.0,14,30
ENSG00000170604,1.0,15,28
ENSG00000168484,0.0,6,55
ENSG00000156150,0.0,9,69
ENSG00000078699,1.0,12,29
ENSG00000198033,0.0,9,31
ENSG00000130695,1.0,12,33
ENSG00000039537,0.0,3,43
ENSG00000185339,1.0,15,44
ENSG00000169174,0.0,9,71
ENSG00000151320,0.0,9,47
ENSG00000205339,1.0,13,38
ENSG00000197081,1.0,10,45
ENSG00000119596,1.0,13,24
ENSG00000151923,1.0,14,29
ENSG00000106803,1.0,16,36
ENSG00000126895,0.0,8,62
ENSG00000100722,1.0,15,28
ENSG00000080822,1.0,17,43
ENSG00000162600,0.0,12,40
ENSG00000123933,1.0,15,30
ENSG00000165863,0.0,7,61
ENSG00000197893,0.0,10,54
ENSG00000178031,0.0,13,45
ENSG00000169474,0.0,3,63
ENSG00000173898,1.0,14,40
ENSG00000102870,1.0,18,22
ENSG00000189042,0.0,15,34
ENSG00000135655,1.0,16,41
ENSG00000235098,0.0,5,47
ENSG00000185697,0.0,6,53
ENSG00000066294,0.0,10,68
ENSG00000131096,0.0,4,72
ENSG00000151929,1.0,16,53
ENSG00000059804,1.0,15,23
ENSG00000134853,1.0,7,57
ENSG00000147164,1.0,15,41
ENSG00000163435,0.0,12,39
ENSG00000091409,1.0,9,56
ENSG00000143756,1.0,15,41
ENSG00000128683,1.0,17,51
ENSG00000141519,0.0,15,29
ENSG00000170486,0.0,8,69
ENSG00000127838,1.0,15,28
ENSG00000132522,1.0,17,25
ENSG00000187017,0.0,11,66
ENSG00000184388,0.0,7,29
ENSG00000139874,0.0,10,75
ENSG00000015520,0.0,9,49
ENSG00000158113,0.0,8,54
ENSG00000167094,0.0,8,34
ENSG00000169239,0.0,12,57
ENSG00000100979,1.0,15,25
ENSG00000184956,0.0,12,51
ENSG00000198964,1.0,15,36
ENSG00000161992,0.0,5,60
ENSG00000080572,0.0,5,54
ENSG00000164106,1.0,16,32
ENSG00000066336,0.0,7,42
ENSG00000091527,1.0,15,20
ENSG00000172733,1.0,16,50
ENSG00000182389,0.0,10,55
ENSG00000197696,1.0,9,26
ENSG00000157399,0.0,7,33
ENSG00000128011,1.0,17,37
ENSG00000130513,0.0,15,51
ENSG00000124743,0.0,10,73
ENSG00000175707,0.0,11,71
ENSG00000151952,0.0,9,65
ENSG00000130762,0.0,8,63
ENSG00000147003,0.0,10,60
ENSG00000139053,0.0,9,54
ENSG00000184634,1.0,16,47
ENSG00000179055,0.0,3,55
ENSG00000197372,1.0,13,32
ENSG00000130812,0.0,5,46
ENSG00000171956,0.0,9,73
ENSG00000099783,1.0,11,22
ENSG00000182318,0.0,12,24
ENSG00000134283,1.0,13,34
ENSG00000121769,0.0,16,50
ENSG00000105131,0.0,14,39
ENSG00000163362,0.0,13,44
ENSG00000189164,0.0,18,30
ENSG00000185985,1.0,14,57
ENSG00000057704,0.0,7,60
ENSG00000140534,1.0,15,33
ENSG00000248727,0.0,9,25
ENSG00000166206,1.0,17,49
ENSG00000105088,1.0,10,53
ENSG00000176209,1.0,15,38
ENSG00000124574,1.0,15,25
ENSG00000177047,0.0,5,46
ENSG00000070388,0.0,15,32
ENSG00000177479,1.0,13,18
ENSG00000109189,1.0,15,38
ENSG00000184203,1.0,14,46
ENSG00000213145,0.0,1,51
ENSG00000049167,1.0,14,39
ENSG00000173744,1.0,12,48
ENSG00000121005,1.0,13,34
ENSG00000111596,1.0,17,36
ENSG00000100147,1.0,12,29
ENSG00000095917,0.0,10,52
ENSG00000164292,1.0,12,33
ENSG00000144843,0.0,5,41
ENSG00000144802,0.0,15,37
ENSG00000182220,1.0,14,66
ENSG00000144136,1.0,13,37
ENSG00000259112,1.0,16,31
ENSG00000130529,0.0,17,42
ENSG00000206474,0.0,9,57
ENSG00000110090,1.0,14,40
ENSG00000119912,1.0,16,37
ENSG00000140538,1.0,15,51
ENSG00000163320,1.0,14,41
ENSG00000167825,0.0,9,49
ENSG00000090238,1.0,13,32
ENSG00000135870,1.0,12,29
ENSG00000006712,1.0,15,24
ENSG00000169252,0.0,12,69
ENSG00000151090,0.0,9,69
ENSG00000090612,1.0,13,34
ENSG00000179832,1.0,0,0
ENSG00000172380,1.0,13,57
ENSG00000116288,1.0,17,26
ENSG00000110446,0.0,9,51
ENSG00000236699,0.0,10,48
ENSG00000099992,0.0,15,36
ENSG00000173239,0.0,9,56
ENSG00000206384,0.0,7,58
ENSG00000179168,0.0,14,23
ENSG00000066557,1.0,10,29
ENSG00000144119,0.0,9,68
ENSG00000183671,0.0,11,36
ENSG00000156052,1.0,13,34
ENSG00000065978,1.0,17,20
ENSG00000157654,0.0,7,66
ENSG00000197465,0.0,4,34
ENSG00000012660,1.0,12,41
ENSG00000168143,0.0,2,68
ENSG00000131732,0.0,16,22
ENSG00000128254,0.0,9,34
ENSG00000184056,1.0,13,38
ENSG00000168938,0.0,12,62
ENSG00000086712,1.0,13,41
ENSG00000127241,1.0,10,48
ENSG00000167617,0.0,4,50
ENSG00000133878,0.0,12,49
ENSG00000241852,1.0,15,19
ENSG00000108561,1.0,13,28
ENSG00000174106,1.0,13,44
ENSG00000140992,1.0,8,15
ENSG00000032219,1.0,14,32
ENSG00000065054,1.0,15,35
ENSG00000013588,0.0,5,61
ENSG00000197312,1.0,13,40
ENSG00000154639,1.0,11,43
ENSG00000146426,0.0,10,50
ENSG00000105388,0.0,10,56
ENSG00000132334,1.0,16,55
ENSG00000105287,1.0,15,19
ENSG00000123064,1.0,15,20
ENSG00000128652,0.0,11,66
ENSG00000158373,0.0,13,30
ENSG00000117877,1.0,13,47
ENSG00000161021,1.0,13,26
ENSG00000221845,0.0,9,42
ENSG00000163472,0.0,18,41
ENSG00000105254,1.0,18,22
ENSG00000164291,0.0,12,32
ENSG00000183747,0.0,2,27
ENSG00000251503,0.0,14,24
ENSG00000107614,0.0,12,40
ENSG00000105559,1.0,14,24
ENSG00000144554,1.0,10,21
ENSG00000181544,0.0,11,58
ENSG00000188710,0.0,14,49
ENSG00000189298,0.0,15,38
ENSG00000151445,1.0,17,34
ENSG00000144152,0.0,15,47
ENSG00000107796,1.0,13,52
ENSG00000183833,0.0,11,48
ENSG00000174946,0.0,14,39
ENSG00000178904,1.0,14,25
ENSG00000203970,0.0,7,48
ENSG00000180720,0.0,11,51
ENSG00000184599,0.0,5,47
ENSG00000132507,1.0,16,27
ENSG00000137261,0.0,10,58
ENSG00000129214,0.0,6,32
ENSG00000101452,1.0,13,33
ENSG00000170634,1.0,13,29
ENSG00000254737,0.0,9,51
ENSG00000126752,0.0,5,50
ENSG00000111783,1.0,14,39
ENSG00000143942,0.0,12,28
ENSG00000167768,0.0,6,71
ENSG00000106018,0.0,15,64
ENSG00000181074,0.0,10,59
ENSG00000147874,1.0,14,26
ENSG00000086967,0.0,9,63
ENSG00000135723,1.0,12,47
ENSG00000136866,0.0,14,57
ENSG00000114098,1.0,13,52
ENSG00000133101,0.0,9,67
ENSG00000128309,1.0,11,24
ENSG00000063046,1.0,15,31
ENSG00000113328,1.0,16,29
ENSG00000171320,0.0,11,29
ENSG00000167186,1.0,15,27
ENSG00000118579,1.0,15,28
ENSG00000101400,1.0,13,35
ENSG00000171014,0.0,9,58
ENSG00000109452,0.0,7,62
ENSG00000183530,1.0,13,29
ENSG00000114698,0.0,9,39
ENSG00000130508,1.0,13,51
ENSG00000243207,1.0,12,32
