gene_id,GE,Pattern_2
ENSG00000164284,1.0,23
ENSG00000166716,1.0,15
ENSG00000167216,0.0,47
ENSG00000116857,1.0,35
ENSG00000144015,0.0,33
ENSG00000196793,0.0,49
ENSG00000060491,1.0,33
ENSG00000136933,1.0,11
ENSG00000143183,1.0,30
ENSG00000103852,0.0,14
ENSG00000175311,0.0,54
ENSG00000101425,0.0,63
ENSG00000079616,1.0,30
ENSG00000206190,0.0,62
ENSG00000196873,0.0,2
ENSG00000196092,0.0,67
ENSG00000258920,1.0,34
ENSG00000243729,0.0,44
ENSG00000177963,1.0,19
ENSG00000133398,1.0,41
ENSG00000224877,1.0,25
ENSG00000166450,0.0,62
ENSG00000156395,0.0,68
ENSG00000161921,0.0,47
ENSG00000182831,1.0,17
ENSG00000029153,0.0,41
ENSG00000152217,0.0,49
ENSG00000100625,0.0,58
ENSG00000104442,1.0,23
ENSG00000104884,1.0,21
ENSG00000051596,0.0,8
ENSG00000135446,1.0,22
ENSG00000132341,1.0,23
ENSG00000188672,0.0,39
ENSG00000053371,1.0,35
ENSG00000169155,1.0,31
ENSG00000041982,0.0,64
ENSG00000244414,1.0,31
ENSG00000139116,1.0,37
ENSG00000119616,1.0,22
ENSG00000095739,1.0,55
ENSG00000180549,0.0,42
ENSG00000142700,0.0,67
ENSG00000136425,1.0,30
ENSG00000164707,0.0,60
ENSG00000244509,1.0,21
ENSG00000181036,0.0,56
ENSG00000177873,0.0,36
ENSG00000091490,0.0,50
ENSG00000187642,1.0,61
ENSG00000059691,1.0,37
ENSG00000119185,1.0,22
ENSG00000218357,0.0,58
ENSG00000160867,0.0,58
ENSG00000095932,0.0,60
ENSG00000236981,0.0,45
ENSG00000134627,0.0,41
ENSG00000196821,1.0,27
ENSG00000169906,0.0,33
ENSG00000128228,1.0,27
ENSG00000183323,0.0,28
ENSG00000167634,0.0,56
ENSG00000135723,1.0,24
ENSG00000164508,0.0,59
ENSG00000112812,0.0,71
ENSG00000198720,0.0,30
ENSG00000100302,0.0,62
ENSG00000074047,0.0,63
ENSG00000188171,0.0,29
ENSG00000103254,1.0,47
ENSG00000177054,0.0,52
ENSG00000035720,0.0,46
ENSG00000077984,0.0,45
ENSG00000000419,1.0,15
ENSG00000086730,0.0,44
ENSG00000123575,1.0,11
ENSG00000165762,0.0,44
ENSG00000174950,0.0,49
ENSG00000117419,1.0,35
ENSG00000184113,1.0,59
ENSG00000185565,0.0,59
ENSG00000174720,1.0,20
ENSG00000030419,0.0,37
ENSG00000179526,1.0,10
ENSG00000108518,1.0,18
ENSG00000116661,1.0,61
ENSG00000119048,1.0,20
ENSG00000174446,1.0,11
ENSG00000167552,1.0,26
ENSG00000124429,1.0,27
ENSG00000165689,1.0,31
ENSG00000111911,1.0,29
ENSG00000136141,0.0,30
ENSG00000141738,0.0,66
ENSG00000162600,1.0,26
ENSG00000139971,0.0,42
ENSG00000256087,1.0,18
ENSG00000134200,0.0,54
ENSG00000204516,0.0,38
ENSG00000187950,0.0,58
ENSG00000129167,0.0,49
ENSG00000162298,1.0,18
ENSG00000159588,0.0,25
ENSG00000169271,1.0,52
ENSG00000161277,1.0,26
ENSG00000166123,1.0,46
ENSG00000187242,0.0,59
ENSG00000143653,1.0,39
ENSG00000134461,0.0,22
ENSG00000168143,0.0,62
ENSG00000166348,0.0,36
ENSG00000179603,0.0,66
ENSG00000171100,1.0,16
ENSG00000187714,0.0,66
ENSG00000167994,1.0,40
ENSG00000122641,0.0,56
ENSG00000136158,1.0,28
ENSG00000116761,0.0,26
ENSG00000171401,0.0,64
ENSG00000100351,0.0,60
ENSG00000105650,0.0,55
ENSG00000183310,0.0,31
ENSG00000129596,1.0,58
ENSG00000112273,0.0,45
ENSG00000088543,1.0,30
ENSG00000095917,0.0,58
ENSG00000142583,0.0,42
ENSG00000153774,1.0,20
ENSG00000152939,0.0,44
ENSG00000163126,1.0,36
ENSG00000163254,0.0,69
ENSG00000110934,0.0,56
ENSG00000251359,0.0,31
ENSG00000165389,1.0,21
ENSG00000149932,1.0,22
ENSG00000166426,0.0,65
ENSG00000111845,1.0,22
ENSG00000197223,1.0,32
ENSG00000175520,0.0,57
ENSG00000141194,0.0,67
ENSG00000152778,1.0,22
ENSG00000226763,0.0,22
ENSG00000124003,0.0,56
ENSG00000138468,1.0,25
ENSG00000180869,0.0,57
ENSG00000254709,0.0,67
ENSG00000129460,1.0,24
ENSG00000249931,0.0,10
ENSG00000086827,1.0,21
ENSG00000177674,1.0,33
ENSG00000142856,0.0,24
ENSG00000135976,0.0,5
ENSG00000140396,1.0,14
ENSG00000101276,0.0,55
ENSG00000185697,0.0,37
ENSG00000055609,1.0,12
ENSG00000185551,1.0,35
ENSG00000178980,1.0,23
ENSG00000027847,1.0,29
ENSG00000128564,0.0,65
ENSG00000112983,1.0,24
ENSG00000205279,0.0,52
ENSG00000147257,1.0,41
ENSG00000126247,1.0,17
ENSG00000215440,1.0,25
ENSG00000170502,1.0,23
ENSG00000144278,0.0,70
ENSG00000163633,0.0,42
ENSG00000185070,0.0,67
ENSG00000196711,0.0,68
ENSG00000244038,1.0,23
ENSG00000147596,0.0,66
ENSG00000118432,0.0,64
ENSG00000149243,0.0,54
ENSG00000139218,1.0,19
ENSG00000196859,0.0,64
ENSG00000160233,0.0,61
ENSG00000107036,0.0,27
ENSG00000135828,0.0,37
ENSG00000174348,1.0,57
ENSG00000173214,0.0,35
ENSG00000173409,1.0,20
ENSG00000116237,1.0,28
ENSG00000078699,1.0,25
ENSG00000186918,1.0,19
ENSG00000142235,0.0,58
ENSG00000163006,0.0,26
ENSG00000100528,1.0,23
ENSG00000198911,1.0,15
ENSG00000205078,0.0,31
ENSG00000196156,0.0,47
ENSG00000171368,1.0,13
ENSG00000164442,1.0,18
ENSG00000214216,0.0,45
ENSG00000177875,0.0,70
ENSG00000179588,1.0,34
ENSG00000103089,0.0,69
ENSG00000162494,0.0,68
ENSG00000104960,1.0,19
ENSG00000093144,1.0,35
ENSG00000248727,0.0,42
ENSG00000143702,1.0,17
ENSG00000205476,1.0,40
ENSG00000110881,0.0,62
ENSG00000234560,0.0,48
ENSG00000065978,1.0,17
ENSG00000078808,1.0,28
ENSG00000179632,1.0,14
ENSG00000128918,1.0,63
ENSG00000141449,0.0,55
ENSG00000175567,1.0,34
ENSG00000213347,1.0,39
ENSG00000149636,1.0,30
ENSG00000166275,1.0,28
ENSG00000106636,1.0,26
ENSG00000119042,0.0,71
ENSG00000136982,0.0,34
ENSG00000257127,0.0,35
ENSG00000171861,1.0,26
ENSG00000188958,0.0,31
ENSG00000148484,1.0,23
ENSG00000163701,0.0,44
ENSG00000164123,0.0,53
ENSG00000175054,0.0,36
ENSG00000119574,1.0,19
ENSG00000101452,1.0,26
ENSG00000107614,0.0,24
ENSG00000182670,1.0,22
ENSG00000118655,0.0,17
ENSG00000197016,0.0,24
ENSG00000108602,0.0,45
ENSG00000138801,1.0,43
ENSG00000110002,0.0,50
ENSG00000163297,1.0,25
ENSG00000103091,1.0,20
ENSG00000000005,0.0,47
ENSG00000160058,1.0,22
ENSG00000079101,0.0,61
ENSG00000197360,0.0,38
ENSG00000094916,1.0,17
ENSG00000177565,1.0,29
ENSG00000167695,0.0,33
ENSG00000213265,0.0,61
ENSG00000133256,0.0,68
ENSG00000146910,0.0,70
ENSG00000141644,1.0,17
ENSG00000167280,1.0,29
ENSG00000154997,0.0,51
ENSG00000183307,0.0,50
ENSG00000123684,1.0,19
ENSG00000129625,1.0,21
ENSG00000136295,1.0,32
ENSG00000144554,0.0,39
ENSG00000128713,0.0,75
ENSG00000204178,1.0,29
ENSG00000130762,0.0,48
ENSG00000083799,1.0,24
ENSG00000114744,1.0,32
ENSG00000171150,1.0,26
ENSG00000089335,1.0,29
ENSG00000160321,0.0,39
ENSG00000172179,0.0,39
ENSG00000239857,1.0,8
ENSG00000175065,0.0,47
ENSG00000205336,1.0,59
ENSG00000135925,0.0,67
ENSG00000177370,1.0,29
ENSG00000004961,1.0,17
ENSG00000135698,1.0,47
ENSG00000175857,0.0,59
ENSG00000213022,0.0,57
ENSG00000104897,1.0,26
ENSG00000175646,0.0,53
ENSG00000108797,1.0,42
ENSG00000197312,1.0,18
ENSG00000170262,0.0,32
ENSG00000173915,1.0,18
ENSG00000179091,1.0,18
ENSG00000169905,1.0,24
ENSG00000056972,0.0,25
ENSG00000183862,0.0,51
ENSG00000164073,0.0,14
ENSG00000158373,1.0,18
ENSG00000128394,0.0,17
ENSG00000163618,1.0,58
ENSG00000166922,0.0,58
ENSG00000186026,0.0,35
ENSG00000141012,1.0,25
ENSG00000126453,1.0,17
ENSG00000167880,0.0,45
ENSG00000123200,1.0,25
ENSG00000196911,0.0,33
ENSG00000108561,1.0,21
ENSG00000023330,1.0,22
ENSG00000181409,1.0,66
ENSG00000131876,1.0,23
ENSG00000076067,1.0,28
ENSG00000142920,0.0,45
ENSG00000173660,1.0,15
ENSG00000135077,0.0,53
ENSG00000170275,1.0,28
ENSG00000138061,1.0,60
ENSG00000119608,0.0,50
ENSG00000104679,1.0,45
ENSG00000108582,1.0,35
ENSG00000101577,1.0,29
ENSG00000141741,1.0,32
ENSG00000110011,1.0,21
ENSG00000162927,0.0,23
ENSG00000100991,1.0,21
ENSG00000184378,0.0,15
ENSG00000140836,1.0,29
ENSG00000188334,0.0,53
ENSG00000162641,0.0,57
ENSG00000163576,0.0,59
ENSG00000143119,1.0,59
ENSG00000168811,0.0,43
ENSG00000077080,0.0,62
ENSG00000185610,0.0,68
ENSG00000120696,1.0,21
ENSG00000056736,0.0,59
ENSG00000115758,1.0,34
ENSG00000167291,1.0,44
ENSG00000057935,1.0,39
ENSG00000136197,1.0,31
ENSG00000177192,0.0,27
ENSG00000198715,1.0,17
ENSG00000187961,0.0,42
ENSG00000075790,1.0,12
ENSG00000117013,0.0,52
ENSG00000198799,0.0,14
ENSG00000179941,1.0,29
ENSG00000197753,0.0,70
ENSG00000105197,1.0,29
ENSG00000029639,1.0,17
ENSG00000100897,1.0,20
ENSG00000141456,1.0,22
ENSG00000137845,1.0,20
ENSG00000137801,1.0,44
ENSG00000213023,0.0,68
ENSG00000188938,1.0,20
ENSG00000008197,0.0,67
ENSG00000203734,0.0,46
ENSG00000184385,0.0,61
ENSG00000179832,1.0,0
ENSG00000134049,1.0,33
ENSG00000197165,0.0,32
ENSG00000147804,0.0,40
ENSG00000037474,1.0,23
ENSG00000172375,0.0,29
ENSG00000167261,0.0,40
ENSG00000112624,1.0,16
ENSG00000172113,0.0,32
ENSG00000187701,0.0,29
ENSG00000135299,0.0,27
ENSG00000132522,1.0,18
ENSG00000198455,0.0,7
ENSG00000155749,0.0,29
ENSG00000184584,1.0,26
ENSG00000175348,1.0,18
ENSG00000114554,1.0,40
ENSG00000170776,1.0,23
ENSG00000172845,1.0,22
ENSG00000101230,0.0,60
ENSG00000121552,0.0,53
ENSG00000186049,0.0,68
ENSG00000183628,1.0,28
ENSG00000101337,1.0,29
ENSG00000144119,0.0,74
ENSG00000158008,0.0,49
ENSG00000185942,0.0,65
ENSG00000224586,0.0,62
ENSG00000113583,1.0,21
ENSG00000168255,1.0,0
ENSG00000164930,1.0,48
ENSG00000139890,0.0,51
ENSG00000149506,0.0,62
ENSG00000115257,0.0,49
ENSG00000166262,0.0,29
ENSG00000141556,1.0,24
ENSG00000112763,1.0,21
ENSG00000186009,0.0,60
ENSG00000001036,1.0,36
ENSG00000203985,0.0,60
ENSG00000138495,1.0,19
ENSG00000168032,0.0,65
ENSG00000112462,0.0,50
ENSG00000204604,0.0,25
ENSG00000154548,0.0,43
ENSG00000140534,0.0,48
ENSG00000241106,0.0,54
ENSG00000166106,1.0,64
ENSG00000185324,1.0,28
ENSG00000196735,0.0,58
ENSG00000169592,1.0,23
ENSG00000138449,1.0,27
ENSG00000042445,1.0,28
ENSG00000113657,1.0,53
ENSG00000110330,1.0,18
ENSG00000100629,0.0,22
ENSG00000149476,0.0,24
ENSG00000146729,1.0,30
ENSG00000184999,0.0,45
ENSG00000137409,1.0,27
ENSG00000042781,0.0,53
ENSG00000109790,0.0,20
ENSG00000142511,0.0,68
ENSG00000118407,1.0,37
ENSG00000155621,0.0,21
ENSG00000005513,0.0,62
ENSG00000070413,1.0,28
ENSG00000125872,0.0,57
ENSG00000073584,1.0,18
ENSG00000135454,0.0,61
ENSG00000137996,1.0,21
ENSG00000100462,1.0,20
ENSG00000110697,1.0,34
ENSG00000162413,1.0,16
ENSG00000188242,1.0,29
ENSG00000140961,0.0,34
ENSG00000174799,0.0,29
ENSG00000168060,0.0,51
ENSG00000130234,0.0,43
ENSG00000133048,0.0,59
ENSG00000100568,1.0,27
ENSG00000153933,0.0,28
ENSG00000198018,0.0,37
ENSG00000132274,1.0,40
ENSG00000158497,0.0,56
ENSG00000108733,1.0,31
ENSG00000123411,0.0,30
ENSG00000205208,0.0,16
ENSG00000138593,1.0,18
ENSG00000010292,1.0,33
ENSG00000103449,0.0,70
ENSG00000126602,1.0,27
ENSG00000197124,0.0,38
ENSG00000143355,0.0,63
ENSG00000132563,1.0,40
ENSG00000136104,1.0,29
ENSG00000160113,1.0,29
ENSG00000010310,1.0,55
ENSG00000118965,0.0,48
ENSG00000162670,0.0,54
ENSG00000108622,1.0,49
ENSG00000109066,1.0,30
ENSG00000143479,1.0,37
ENSG00000154309,0.0,35
ENSG00000172031,0.0,57
ENSG00000104859,1.0,14
ENSG00000176020,1.0,30
ENSG00000213995,1.0,34
ENSG00000175455,0.0,41
ENSG00000255374,0.0,5
ENSG00000136813,1.0,18
ENSG00000204427,1.0,19
ENSG00000182263,0.0,33
ENSG00000135502,0.0,69
ENSG00000182631,0.0,66
ENSG00000078898,0.0,52
ENSG00000102804,1.0,42
ENSG00000162105,0.0,56
ENSG00000187257,1.0,24
ENSG00000182255,0.0,68
ENSG00000101928,1.0,23
ENSG00000111669,1.0,19
ENSG00000106560,0.0,47
ENSG00000088836,0.0,62
ENSG00000170340,1.0,32
ENSG00000139112,1.0,28
ENSG00000167183,0.0,54
ENSG00000134757,0.0,52
ENSG00000168591,1.0,20
ENSG00000116962,1.0,38
ENSG00000213578,1.0,66
ENSG00000113387,1.0,29
ENSG00000155428,0.0,3
ENSG00000116031,0.0,65
ENSG00000205129,0.0,37
ENSG00000165259,0.0,19
ENSG00000186487,0.0,52
ENSG00000205808,0.0,28
ENSG00000161835,1.0,43
ENSG00000172115,1.0,18
ENSG00000048405,1.0,20
ENSG00000204444,0.0,25
ENSG00000181016,0.0,31
ENSG00000170779,0.0,30
ENSG00000206026,0.0,55
ENSG00000163002,0.0,39
ENSG00000214866,0.0,65
ENSG00000145349,1.0,28
ENSG00000251258,0.0,64
ENSG00000183632,0.0,1
ENSG00000205642,0.0,12
ENSG00000101446,0.0,63
ENSG00000065621,0.0,30
ENSG00000160972,1.0,43
ENSG00000198003,0.0,32
ENSG00000171847,0.0,48
ENSG00000176428,0.0,48
ENSG00000089116,0.0,77
ENSG00000165443,0.0,51
ENSG00000187017,0.0,61
ENSG00000183426,1.0,5
ENSG00000153767,1.0,27
ENSG00000174871,0.0,34
ENSG00000196646,0.0,21
ENSG00000133142,1.0,9
ENSG00000150995,0.0,42
ENSG00000163803,0.0,61
ENSG00000156162,1.0,19
ENSG00000162836,1.0,44
ENSG00000173482,1.0,39
ENSG00000102218,0.0,14
ENSG00000180305,0.0,62
ENSG00000140538,0.0,67
ENSG00000236882,0.0,42
ENSG00000061455,0.0,66
ENSG00000068354,1.0,16
ENSG00000129988,0.0,50
ENSG00000165516,1.0,23
ENSG00000125247,0.0,34
ENSG00000184007,1.0,24
ENSG00000164951,1.0,31
ENSG00000173908,0.0,59
ENSG00000164830,1.0,59
ENSG00000167487,1.0,32
ENSG00000106066,0.0,70
ENSG00000185621,0.0,31
ENSG00000169231,1.0,18
ENSG00000090238,1.0,23
ENSG00000067141,1.0,49
ENSG00000253548,0.0,41
ENSG00000100362,0.0,69
ENSG00000198824,0.0,17
ENSG00000101363,1.0,23
ENSG00000140470,0.0,61
ENSG00000196747,0.0,55
ENSG00000180228,1.0,20
ENSG00000158125,0.0,59
ENSG00000115457,1.0,56
ENSG00000174527,0.0,52
ENSG00000183128,0.0,56
ENSG00000007341,0.0,20
ENSG00000181619,0.0,34
ENSG00000165168,0.0,31
ENSG00000012660,1.0,31
ENSG00000188981,0.0,52
ENSG00000161281,1.0,19
ENSG00000121410,1.0,61
ENSG00000146399,0.0,52
ENSG00000151883,0.0,38
ENSG00000198833,1.0,24
ENSG00000113249,0.0,57
ENSG00000108666,1.0,32
ENSG00000069020,1.0,59
ENSG00000102048,0.0,22
ENSG00000158747,1.0,30
ENSG00000226650,0.0,54
ENSG00000170561,0.0,62
ENSG00000171819,1.0,47
ENSG00000075035,0.0,60
ENSG00000047056,1.0,27
ENSG00000198900,1.0,23
ENSG00000203837,0.0,54
ENSG00000164816,0.0,70
ENSG00000181458,0.0,43
ENSG00000161896,1.0,60
ENSG00000227392,0.0,45
ENSG00000164144,1.0,26
ENSG00000152990,1.0,54
ENSG00000130518,0.0,25
ENSG00000079215,1.0,53
ENSG00000120658,0.0,48
ENSG00000189058,1.0,44
ENSG00000130024,1.0,31
ENSG00000154269,0.0,59
ENSG00000144847,0.0,32
ENSG00000239886,0.0,54
ENSG00000160325,1.0,37
ENSG00000100632,1.0,22
ENSG00000239605,0.0,47
ENSG00000233932,0.0,60
ENSG00000198077,0.0,41
ENSG00000197472,0.0,57
ENSG00000135451,0.0,47
ENSG00000187857,0.0,44
ENSG00000100142,1.0,29
ENSG00000186567,0.0,44
ENSG00000139193,0.0,26
ENSG00000154016,0.0,6
ENSG00000171045,1.0,44
ENSG00000140948,1.0,29
ENSG00000204978,0.0,54
ENSG00000127184,1.0,37
ENSG00000112038,0.0,55
ENSG00000054598,1.0,54
ENSG00000136695,0.0,63
ENSG00000174332,0.0,69
ENSG00000102230,0.0,37
ENSG00000090104,0.0,40
ENSG00000134864,0.0,49
ENSG00000161551,0.0,26
ENSG00000136110,0.0,63
ENSG00000154864,0.0,70
ENSG00000175387,1.0,27
ENSG00000112290,0.0,33
ENSG00000117877,0.0,23
ENSG00000198590,0.0,38
ENSG00000137200,1.0,32
ENSG00000125656,1.0,20
ENSG00000197256,1.0,22
ENSG00000250722,1.0,20
ENSG00000099904,1.0,29
ENSG00000186579,0.0,9
ENSG00000198860,1.0,21
ENSG00000177679,1.0,64
ENSG00000172717,0.0,48
ENSG00000125255,0.0,58
ENSG00000129810,0.0,40
ENSG00000177707,0.0,47
ENSG00000168594,0.0,51
ENSG00000131732,1.0,24
ENSG00000171984,1.0,38
ENSG00000006837,1.0,28
ENSG00000121742,0.0,64
ENSG00000151247,1.0,16
ENSG00000183303,0.0,46
ENSG00000101882,1.0,17
ENSG00000099783,1.0,13
ENSG00000167755,0.0,69
ENSG00000250127,0.0,21
ENSG00000206105,0.0,47
ENSG00000127838,1.0,18
ENSG00000143797,0.0,39
ENSG00000198356,1.0,21
ENSG00000165113,1.0,25
ENSG00000136040,0.0,59
ENSG00000153029,0.0,18
ENSG00000254349,0.0,31
ENSG00000171612,1.0,24
ENSG00000214357,1.0,47
ENSG00000170049,0.0,47
ENSG00000110717,1.0,22
ENSG00000188177,1.0,15
ENSG00000189253,0.0,16
ENSG00000183571,1.0,54
ENSG00000120685,1.0,27
ENSG00000139211,1.0,47
ENSG00000091482,1.0,37
ENSG00000129003,1.0,17
ENSG00000112701,1.0,19
ENSG00000172803,0.0,45
ENSG00000170920,0.0,57
ENSG00000075336,1.0,28
ENSG00000096063,1.0,32
ENSG00000097046,0.0,38
ENSG00000139436,1.0,19
ENSG00000163380,1.0,51
ENSG00000160951,0.0,68
ENSG00000170454,0.0,64
ENSG00000135903,0.0,74
ENSG00000215915,0.0,45
ENSG00000133477,0.0,61
ENSG00000150394,0.0,73
ENSG00000151090,1.0,50
ENSG00000163932,1.0,22
ENSG00000146083,1.0,24
ENSG00000176102,1.0,23
ENSG00000143850,1.0,53
ENSG00000132823,1.0,14
ENSG00000149150,1.0,26
ENSG00000159884,1.0,27
ENSG00000171815,0.0,61
ENSG00000215372,0.0,53
ENSG00000128271,1.0,42
ENSG00000185246,1.0,30
ENSG00000204345,0.0,67
ENSG00000109466,1.0,31
ENSG00000156398,0.0,19
ENSG00000154654,0.0,59
ENSG00000198517,1.0,27
ENSG00000101438,0.0,70
ENSG00000162078,0.0,56
ENSG00000167916,0.0,40
ENSG00000109452,0.0,44
ENSG00000147003,0.0,49
ENSG00000078747,1.0,22
ENSG00000091583,0.0,58
ENSG00000125740,1.0,41
ENSG00000167034,1.0,54
ENSG00000186628,1.0,50
ENSG00000172053,1.0,13
ENSG00000162946,0.0,30
ENSG00000119986,1.0,16
ENSG00000184014,1.0,29
ENSG00000198901,0.0,30
ENSG00000110777,0.0,71
ENSG00000105131,0.0,53
ENSG00000128311,1.0,24
ENSG00000100079,0.0,36
ENSG00000172889,1.0,39
ENSG00000122971,1.0,30
ENSG00000205329,0.0,29
ENSG00000126214,1.0,19
ENSG00000203972,0.0,57
ENSG00000228567,0.0,54
ENSG00000135249,1.0,24
ENSG00000156875,1.0,26
ENSG00000076382,0.0,29
ENSG00000131473,1.0,22
ENSG00000053900,1.0,22
ENSG00000116711,0.0,42
ENSG00000250254,0.0,47
ENSG00000164776,1.0,19
ENSG00000169189,1.0,29
ENSG00000183024,0.0,61
ENSG00000105245,1.0,26
ENSG00000182870,0.0,63
ENSG00000184774,0.0,58
ENSG00000146278,1.0,22
ENSG00000243811,0.0,28
ENSG00000165970,0.0,80
ENSG00000136052,0.0,41
ENSG00000184697,0.0,57
ENSG00000075275,0.0,69
ENSG00000105879,0.0,21
ENSG00000196724,0.0,27
ENSG00000135643,0.0,32
ENSG00000172818,0.0,69
ENSG00000100105,1.0,28
ENSG00000151466,0.0,32
ENSG00000224712,1.0,0
ENSG00000182601,0.0,73
ENSG00000163029,1.0,26
ENSG00000121634,0.0,59
ENSG00000065883,1.0,22
ENSG00000166664,0.0,0
ENSG00000169100,1.0,16
ENSG00000156413,0.0,60
ENSG00000176182,1.0,27
ENSG00000163331,0.0,60
ENSG00000113525,0.0,55
ENSG00000251349,0.0,39
ENSG00000125375,1.0,23
ENSG00000025770,1.0,21
ENSG00000144749,1.0,45
ENSG00000097007,1.0,29
ENSG00000170145,1.0,20
ENSG00000132541,1.0,18
ENSG00000234776,0.0,40
ENSG00000131871,1.0,37
ENSG00000214819,0.0,38
ENSG00000198756,0.0,57
ENSG00000147164,1.0,18
ENSG00000075429,0.0,68
ENSG00000144747,1.0,19
ENSG00000204887,0.0,63
ENSG00000101079,1.0,22
ENSG00000135678,1.0,51
ENSG00000164604,0.0,58
ENSG00000143543,1.0,21
ENSG00000204580,1.0,38
ENSG00000187627,0.0,12
ENSG00000185418,1.0,26
ENSG00000106128,0.0,63
ENSG00000239264,1.0,35
ENSG00000187833,0.0,21
ENSG00000143801,1.0,35
ENSG00000183401,1.0,16
ENSG00000145423,0.0,70
ENSG00000131142,0.0,58
ENSG00000120519,0.0,38
ENSG00000123689,1.0,46
ENSG00000108829,1.0,20
ENSG00000168487,1.0,45
ENSG00000187080,0.0,38
ENSG00000082805,1.0,24
ENSG00000162736,1.0,21
ENSG00000185742,0.0,72
ENSG00000124588,1.0,15
ENSG00000182858,1.0,23
ENSG00000167578,1.0,25
ENSG00000213918,0.0,30
ENSG00000135083,0.0,47
ENSG00000148985,0.0,29
ENSG00000126067,1.0,23
ENSG00000244537,0.0,69
ENSG00000120156,1.0,50
ENSG00000203805,0.0,58
ENSG00000156113,0.0,69
ENSG00000152804,0.0,57
