gene_id,GE,Pattern_1,Pattern_2
ENSG00000162636,0.0,30,31
ENSG00000166716,1.0,46,36
ENSG00000116857,1.0,42,39
ENSG00000099942,1.0,39,30
ENSG00000132581,1.0,38,41
ENSG00000205307,1.0,44,43
ENSG00000060491,1.0,44,40
ENSG00000143556,0.0,37,49
ENSG00000164897,1.0,49,43
ENSG00000136485,1.0,42,41
ENSG00000198643,0.0,36,46
ENSG00000101425,0.0,36,51
ENSG00000175311,0.0,28,39
ENSG00000172403,0.0,13,47
ENSG00000196873,0.0,0,2
ENSG00000130433,0.0,37,60
ENSG00000167642,1.0,43,50
ENSG00000189164,0.0,36,32
ENSG00000204653,0.0,49,42
ENSG00000181803,0.0,19,58
ENSG00000115808,1.0,42,31
ENSG00000075407,1.0,28,41
ENSG00000138079,0.0,31,42
ENSG00000169057,1.0,33,19
ENSG00000147813,1.0,39,37
ENSG00000156395,0.0,42,67
ENSG00000161921,1.0,40,37
ENSG00000113575,1.0,30,29
ENSG00000100625,0.0,41,60
ENSG00000239713,1.0,41,33
ENSG00000119688,1.0,45,35
ENSG00000172352,0.0,0,0
ENSG00000051596,0.0,13,9
ENSG00000135446,1.0,40,28
ENSG00000006638,0.0,40,50
ENSG00000158195,1.0,26,25
ENSG00000166948,0.0,40,48
ENSG00000119242,1.0,25,34
ENSG00000169155,0.0,23,45
ENSG00000041982,1.0,44,60
ENSG00000118939,1.0,34,38
ENSG00000244414,1.0,7,24
ENSG00000165775,1.0,28,20
ENSG00000139116,0.0,22,43
ENSG00000064999,1.0,36,33
ENSG00000127951,1.0,27,29
ENSG00000136425,0.0,42,44
ENSG00000162616,1.0,18,25
ENSG00000128524,1.0,43,37
ENSG00000164707,0.0,35,53
ENSG00000214681,0.0,25,59
ENSG00000244509,1.0,39,37
ENSG00000165675,1.0,34,21
ENSG00000181036,0.0,41,45
ENSG00000177873,0.0,39,39
ENSG00000115073,1.0,45,36
ENSG00000187642,0.0,32,52
ENSG00000059691,0.0,22,40
ENSG00000218357,0.0,25,37
ENSG00000176834,0.0,38,55
ENSG00000136381,1.0,34,39
ENSG00000134627,0.0,18,33
ENSG00000157349,1.0,22,27
ENSG00000151615,0.0,25,66
ENSG00000036530,0.0,32,65
ENSG00000112812,0.0,41,66
ENSG00000204946,1.0,39,32
ENSG00000117305,1.0,40,30
ENSG00000107796,1.0,36,35
ENSG00000100302,0.0,36,66
ENSG00000074047,0.0,39,42
ENSG00000188171,0.0,46,41
ENSG00000196437,0.0,24,35
ENSG00000000419,1.0,32,36
ENSG00000120280,1.0,16,17
ENSG00000086730,1.0,34,30
ENSG00000177570,0.0,47,53
ENSG00000174950,0.0,35,44
ENSG00000162711,0.0,32,47
ENSG00000212724,0.0,17,43
ENSG00000166126,0.0,44,69
ENSG00000159199,1.0,32,37
ENSG00000030419,0.0,17,33
