gene_id,GE,Pattern_1,Pattern_2
ENSG00000204920,0.0,35,48
ENSG00000069943,1.0,23,46
ENSG00000118418,1.0,30,47
ENSG00000129226,1.0,33,52
ENSG00000068976,0.0,23,39
ENSG00000153237,0.0,16,43
ENSG00000186081,1.0,32,59
ENSG00000205495,0.0,6,13
ENSG00000072682,1.0,28,47
ENSG00000140526,1.0,34,49
ENSG00000242550,1.0,19,14
ENSG00000157211,0.0,13,37
ENSG00000101638,0.0,24,32
ENSG00000100426,1.0,34,51
ENSG00000062716,1.0,24,61
ENSG00000176155,1.0,35,47
ENSG00000186230,1.0,33,54
ENSG00000100239,1.0,23,34
ENSG00000133997,1.0,30,38
ENSG00000186635,1.0,35,53
ENSG00000221949,0.0,25,45
ENSG00000185246,1.0,24,48
ENSG00000127445,1.0,28,48
ENSG00000154359,1.0,21,52
ENSG00000172794,0.0,16,42
ENSG00000165376,0.0,11,24
ENSG00000169684,1.0,22,43
ENSG00000196357,0.0,29,50
ENSG00000100156,0.0,28,51
ENSG00000147145,0.0,0,17
ENSG00000136110,0.0,20,23
ENSG00000110801,1.0,33,48
ENSG00000147041,0.0,4,6
ENSG00000101230,0.0,15,40
ENSG00000170049,0.0,36,53
ENSG00000008382,1.0,28,44
ENSG00000144868,0.0,14,33
ENSG00000182040,0.0,26,51
ENSG00000100012,0.0,21,38
ENSG00000144681,0.0,15,37
ENSG00000176428,0.0,24,40
ENSG00000088992,0.0,9,40
ENSG00000080371,1.0,34,49
ENSG00000160293,1.0,30,52
ENSG00000132953,1.0,30,43
ENSG00000188486,1.0,37,60
ENSG00000133816,1.0,33,39
ENSG00000180386,0.0,14,18
ENSG00000186141,1.0,28,42
ENSG00000182759,0.0,27,58
ENSG00000141580,1.0,35,51
ENSG00000237765,1.0,31,63
ENSG00000150540,0.0,27,38
ENSG00000117281,0.0,17,39
ENSG00000164088,1.0,31,55
ENSG00000089116,0.0,21,31
ENSG00000110148,0.0,6,38
ENSG00000158006,1.0,32,41
ENSG00000100225,1.0,28,54
ENSG00000166340,1.0,31,42
ENSG00000004961,1.0,33,46
ENSG00000124429,1.0,13,48
ENSG00000166960,0.0,5,21
ENSG00000173976,0.0,35,47
ENSG00000176244,0.0,18,37
ENSG00000116574,0.0,24,22
ENSG00000140961,0.0,30,43
ENSG00000213366,0.0,24,40
ENSG00000120915,0.0,20,36
ENSG00000186787,0.0,23,20
ENSG00000138346,1.0,34,42
ENSG00000135837,1.0,17,54
ENSG00000160654,0.0,20,32
ENSG00000171611,0.0,13,28
ENSG00000243232,0.0,23,42
ENSG00000115325,0.0,19,45
ENSG00000080824,1.0,34,58
ENSG00000152467,0.0,24,39
ENSG00000104901,0.0,15,53
ENSG00000106624,0.0,32,53
ENSG00000236981,0.0,9,12
ENSG00000052126,1.0,26,50
ENSG00000143995,0.0,30,63
ENSG00000065883,1.0,29,63
ENSG00000163288,0.0,4,40
ENSG00000253148,0.0,7,10
ENSG00000189068,0.0,18,20
ENSG00000197651,0.0,15,24
ENSG00000139656,0.0,28,29
ENSG00000174611,0.0,20,38
ENSG00000118898,1.0,33,54
ENSG00000139890,0.0,31,51
ENSG00000001036,1.0,33,30
ENSG00000138801,1.0,31,51
ENSG00000167701,0.0,24,49
ENSG00000257591,0.0,34,41
ENSG00000072134,1.0,28,47
ENSG00000170579,0.0,8,27
ENSG00000168476,1.0,32,57
ENSG00000184486,0.0,12,46
ENSG00000197111,1.0,37,53
ENSG00000176095,1.0,30,43
ENSG00000162222,1.0,29,56
ENSG00000072849,1.0,31,55
ENSG00000143257,0.0,21,23
ENSG00000134057,1.0,33,56
ENSG00000169758,0.0,17,37
ENSG00000110906,1.0,32,56
ENSG00000179071,0.0,8,44
ENSG00000140391,1.0,28,43
ENSG00000154451,0.0,10,18
ENSG00000180869,0.0,10,39
ENSG00000166797,1.0,30,49
ENSG00000197093,0.0,21,39
ENSG00000070831,1.0,28,54
ENSG00000167536,1.0,29,51
ENSG00000110881,1.0,30,46
ENSG00000122484,1.0,27,49
ENSG00000129518,1.0,31,48
ENSG00000011260,1.0,34,57
ENSG00000104361,1.0,26,41
ENSG00000177138,0.0,6,0
ENSG00000198467,1.0,33,52
ENSG00000196735,0.0,0,7
ENSG00000170776,1.0,32,54
ENSG00000137080,0.0,12,12
ENSG00000169612,1.0,25,38
ENSG00000184261,0.0,16,34
ENSG00000106038,0.0,20,44
ENSG00000156299,1.0,19,45
ENSG00000139514,1.0,33,56
ENSG00000105072,0.0,34,43
ENSG00000068078,1.0,35,59
ENSG00000204084,0.0,17,24
ENSG00000119760,1.0,33,54
ENSG00000120063,1.0,36,52
ENSG00000152944,1.0,32,54
ENSG00000167747,1.0,32,51
ENSG00000253485,1.0,16,12
ENSG00000112144,1.0,27,50
ENSG00000135486,1.0,28,56
ENSG00000160877,1.0,33,59
ENSG00000196526,1.0,26,56
ENSG00000151689,1.0,23,41
ENSG00000163689,0.0,33,48
ENSG00000100276,0.0,30,52
ENSG00000131591,1.0,29,50
ENSG00000165359,1.0,19,43
ENSG00000181626,0.0,8,15
ENSG00000060558,1.0,29,49
ENSG00000124507,0.0,11,40
ENSG00000119650,1.0,28,54
ENSG00000134532,0.0,15,48
ENSG00000028137,0.0,16,42
ENSG00000119431,1.0,28,46
ENSG00000178209,1.0,34,53
ENSG00000108448,1.0,24,21
ENSG00000134184,1.0,30,34
ENSG00000129993,0.0,22,24
ENSG00000198825,1.0,26,53
ENSG00000034677,1.0,17,31
ENSG00000171819,0.0,33,29
ENSG00000142538,0.0,24,36
ENSG00000154479,0.0,17,39
ENSG00000132952,1.0,36,52
ENSG00000143816,0.0,27,54
ENSG00000188452,0.0,11,32
ENSG00000164675,0.0,1,29
ENSG00000157184,1.0,32,51
ENSG00000104497,0.0,30,50
ENSG00000114796,0.0,13,43
ENSG00000173401,0.0,6,32
ENSG00000198780,1.0,31,49
ENSG00000173320,0.0,20,44
ENSG00000198336,0.0,21,21
ENSG00000103091,1.0,29,38
ENSG00000172476,0.0,21,19
ENSG00000157999,0.0,34,23
ENSG00000176681,0.0,0,0
ENSG00000134001,1.0,33,57
ENSG00000187730,0.0,29,35
ENSG00000136810,1.0,33,54
ENSG00000101104,1.0,33,46
ENSG00000135502,0.0,24,46
ENSG00000167104,0.0,19,26
ENSG00000062038,1.0,36,54
ENSG00000062282,0.0,19,42
ENSG00000137714,1.0,28,51
ENSG00000123989,1.0,36,59
ENSG00000134061,0.0,20,33
ENSG00000106524,1.0,26,48
ENSG00000163453,1.0,31,57
ENSG00000166670,0.0,18,16
ENSG00000188158,1.0,19,55
ENSG00000121417,1.0,34,48
ENSG00000242221,0.0,23,24
ENSG00000157315,0.0,33,32
ENSG00000140932,0.0,19,37
ENSG00000061492,0.0,16,21
ENSG00000105650,0.0,15,17
ENSG00000122592,1.0,23,60
ENSG00000170606,1.0,33,52
ENSG00000188269,0.0,16,35
ENSG00000130363,1.0,32,42
ENSG00000104870,1.0,26,51
ENSG00000112667,1.0,32,51
ENSG00000164284,1.0,32,54
ENSG00000149516,0.0,11,19
ENSG00000138944,0.0,18,28
ENSG00000134780,0.0,13,33
ENSG00000185621,0.0,15,44
ENSG00000173145,1.0,31,48
ENSG00000243073,0.0,8,10
ENSG00000111344,0.0,24,36
ENSG00000147905,1.0,31,41
ENSG00000214324,0.0,25,39
ENSG00000085491,1.0,31,53
ENSG00000023330,1.0,37,46
ENSG00000120563,0.0,2,11
ENSG00000134627,0.0,8,20
ENSG00000253548,0.0,7,10
ENSG00000138395,0.0,9,28
ENSG00000144426,1.0,27,56
ENSG00000170289,0.0,13,5
ENSG00000177054,1.0,33,45
ENSG00000095261,1.0,32,50
ENSG00000139546,1.0,28,57
ENSG00000126767,1.0,33,52
ENSG00000153879,1.0,30,56
ENSG00000171847,0.0,16,23
ENSG00000167874,0.0,34,59
ENSG00000213186,1.0,30,56
ENSG00000132932,0.0,17,42
ENSG00000133069,0.0,28,48
ENSG00000125821,1.0,30,42
ENSG00000196873,0.0,4,1
ENSG00000162366,0.0,25,36
ENSG00000160870,0.0,30,28
ENSG00000126259,0.0,24,43
ENSG00000131475,1.0,32,47
ENSG00000187855,0.0,20,37
ENSG00000105939,1.0,30,59
ENSG00000168634,0.0,19,22
ENSG00000232774,0.0,21,39
ENSG00000163681,1.0,33,65
ENSG00000115266,0.0,30,49
ENSG00000188739,1.0,32,49
ENSG00000135390,1.0,33,53
ENSG00000151413,1.0,25,27
ENSG00000113569,1.0,31,46
ENSG00000099864,0.0,20,44
ENSG00000196387,1.0,35,49
ENSG00000140199,1.0,24,44
ENSG00000067704,1.0,32,44
ENSG00000166164,1.0,31,44
ENSG00000124067,1.0,30,54
ENSG00000104723,1.0,29,39
ENSG00000157429,0.0,9,29
ENSG00000149654,0.0,18,33
ENSG00000107859,0.0,29,40
ENSG00000101448,0.0,16,29
ENSG00000187736,1.0,31,40
ENSG00000163440,0.0,24,15
ENSG00000106049,1.0,28,43
ENSG00000150433,0.0,34,38
ENSG00000101391,1.0,31,50
ENSG00000186714,0.0,12,26
ENSG00000142871,1.0,27,57
ENSG00000196166,0.0,11,34
ENSG00000106066,0.0,13,43
ENSG00000104970,0.0,21,23
ENSG00000075651,0.0,24,43
ENSG00000089177,1.0,24,54
ENSG00000165915,1.0,32,63
ENSG00000153234,0.0,31,60
ENSG00000054523,1.0,22,44
ENSG00000130173,0.0,30,43
ENSG00000103363,1.0,36,60
ENSG00000198870,0.0,26,46
ENSG00000147257,0.0,7,34
ENSG00000150768,1.0,30,44
ENSG00000176040,0.0,14,30
ENSG00000141040,0.0,36,42
ENSG00000117114,1.0,21,56
ENSG00000122550,1.0,31,55
ENSG00000188986,1.0,27,50
ENSG00000114395,1.0,31,54
ENSG00000133704,1.0,25,47
ENSG00000145354,1.0,31,50
