gene_id,GE,Pattern_1,Pattern_2
ENSG00000107872,1.0,8,26
ENSG00000107362,1.0,13,12
ENSG00000110244,0.0,8,12
ENSG00000087495,0.0,9,15
ENSG00000069943,1.0,12,17
ENSG00000129226,1.0,13,19
ENSG00000118217,1.0,11,13
ENSG00000010219,0.0,6,15
ENSG00000073584,1.0,10,9
ENSG00000146938,0.0,7,6
ENSG00000153237,0.0,7,7
ENSG00000124356,1.0,14,17
ENSG00000186081,1.0,12,21
ENSG00000170248,1.0,15,13
ENSG00000180660,0.0,13,5
ENSG00000000005,0.0,2,6
ENSG00000137944,1.0,11,10
ENSG00000157211,0.0,6,6
ENSG00000100426,1.0,12,20
ENSG00000081014,0.0,15,12
ENSG00000134242,0.0,10,9
ENSG00000144848,1.0,13,9
ENSG00000133997,1.0,13,11
ENSG00000221949,0.0,14,10
ENSG00000187950,0.0,5,8
ENSG00000188056,0.0,5,8
ENSG00000127445,1.0,13,22
ENSG00000070882,1.0,4,11
ENSG00000164334,0.0,8,8
ENSG00000169684,0.0,13,7
ENSG00000196357,0.0,13,8
ENSG00000100156,0.0,10,24
ENSG00000148386,0.0,6,13
ENSG00000152291,1.0,13,19
ENSG00000186207,0.0,8,14
ENSG00000168757,0.0,1,0
ENSG00000136295,1.0,15,24
ENSG00000143324,0.0,12,7
ENSG00000170049,0.0,8,21
ENSG00000101230,0.0,10,6
ENSG00000099284,1.0,12,14
ENSG00000072195,1.0,9,18
ENSG00000139211,1.0,14,13
ENSG00000198142,1.0,12,6
ENSG00000243284,0.0,11,23
ENSG00000100012,0.0,5,14
ENSG00000080371,1.0,15,17
ENSG00000160293,1.0,13,16
ENSG00000132953,0.0,10,17
ENSG00000121274,0.0,11,10
ENSG00000129744,0.0,9,8
ENSG00000133816,1.0,15,19
ENSG00000141026,1.0,15,18
ENSG00000092470,0.0,12,13
ENSG00000186141,1.0,10,20
ENSG00000141580,1.0,15,17
ENSG00000182759,0.0,12,17
ENSG00000120907,0.0,12,14
ENSG00000150540,1.0,9,12
ENSG00000179021,1.0,10,12
ENSG00000143801,1.0,12,18
ENSG00000168263,0.0,12,6
ENSG00000213347,1.0,11,21
ENSG00000256713,0.0,0,0
ENSG00000141971,1.0,13,24
ENSG00000133935,1.0,11,22
ENSG00000124429,1.0,11,0
ENSG00000136197,1.0,16,10
ENSG00000179562,0.0,18,25
ENSG00000176244,0.0,6,12
ENSG00000140961,1.0,12,19
ENSG00000205212,0.0,4,1
ENSG00000197461,1.0,11,19
ENSG00000120915,1.0,10,17
ENSG00000213366,1.0,11,20
ENSG00000186787,1.0,7,15
ENSG00000203791,1.0,11,15
ENSG00000135837,1.0,17,12
