gene_id,GE,Pattern_1
ENSG00000109118,1.0,50
ENSG00000167216,0.0,32
ENSG00000144015,0.0,1
ENSG00000205307,1.0,37
ENSG00000164871,0.0,4
ENSG00000060491,1.0,57
ENSG00000141446,1.0,41
ENSG00000137831,1.0,34
ENSG00000136485,1.0,43
ENSG00000079616,1.0,39
ENSG00000083807,0.0,31
ENSG00000171428,1.0,21
ENSG00000107014,0.0,10
ENSG00000184828,0.0,42
ENSG00000167642,1.0,50
ENSG00000189164,0.0,36
ENSG00000163638,1.0,50
ENSG00000166016,1.0,47
ENSG00000075407,0.0,35
ENSG00000224877,1.0,27
ENSG00000138079,1.0,28
ENSG00000166450,0.0,40
ENSG00000147813,1.0,39
ENSG00000161921,1.0,37
ENSG00000182831,1.0,49
ENSG00000152217,0.0,43
ENSG00000113575,1.0,43
ENSG00000100625,0.0,44
ENSG00000119688,1.0,38
ENSG00000161649,0.0,24
ENSG00000006638,0.0,37
ENSG00000006740,1.0,38
ENSG00000188672,0.0,11
ENSG00000158195,1.0,39
ENSG00000186442,0.0,30
ENSG00000166948,0.0,22
ENSG00000118939,1.0,31
ENSG00000092853,0.0,27
ENSG00000064999,1.0,48
ENSG00000142700,0.0,46
ENSG00000136425,1.0,38
ENSG00000162616,1.0,27
ENSG00000073737,0.0,28
ENSG00000128524,1.0,39
ENSG00000129493,1.0,34
ENSG00000164707,0.0,22
ENSG00000126752,0.0,7
ENSG00000165675,1.0,28
ENSG00000204574,1.0,40
ENSG00000164300,0.0,51
ENSG00000169925,1.0,44
ENSG00000059691,0.0,32
ENSG00000119185,1.0,47
ENSG00000218357,0.0,20
ENSG00000160867,1.0,41
ENSG00000176834,1.0,40
ENSG00000136381,1.0,32
ENSG00000236981,0.0,15
ENSG00000115652,0.0,41
ENSG00000148925,1.0,34
ENSG00000183323,0.0,19
ENSG00000242259,1.0,48
ENSG00000036530,0.0,37
ENSG00000170955,1.0,40
ENSG00000135723,1.0,49
ENSG00000112812,0.0,33
ENSG00000100902,1.0,16
ENSG00000204946,0.0,37
ENSG00000198720,0.0,40
ENSG00000107796,1.0,29
ENSG00000100302,0.0,48
ENSG00000196437,0.0,40
ENSG00000177054,1.0,40
ENSG00000000419,1.0,28
ENSG00000186973,0.0,28
ENSG00000120280,0.0,17
ENSG00000086730,0.0,25
ENSG00000123575,1.0,25
ENSG00000135002,1.0,40
ENSG00000143502,0.0,43
ENSG00000162711,0.0,23
ENSG00000166126,1.0,40
ENSG00000167625,1.0,36
ENSG00000030419,0.0,27
ENSG00000179526,1.0,44
ENSG00000170579,0.0,23
ENSG00000149308,0.0,40
ENSG00000132423,1.0,33
ENSG00000100523,0.0,46
ENSG00000167552,1.0,37
ENSG00000058668,1.0,52
ENSG00000176593,0.0,41
ENSG00000136141,0.0,45
ENSG00000141738,1.0,37
ENSG00000139971,0.0,34
ENSG00000109511,0.0,9
ENSG00000182903,0.0,40
ENSG00000187950,0.0,19
ENSG00000129167,0.0,14
ENSG00000162482,1.0,41
ENSG00000156234,1.0,4
ENSG00000161277,0.0,38
ENSG00000143653,1.0,45
ENSG00000140400,1.0,40
ENSG00000168143,1.0,34
ENSG00000070886,0.0,33
ENSG00000060749,0.0,34
ENSG00000198445,0.0,18
ENSG00000185245,0.0,29
ENSG00000171100,1.0,39
ENSG00000158104,0.0,32
ENSG00000167994,1.0,31
ENSG00000171489,0.0,11
ENSG00000077684,1.0,52
ENSG00000141376,0.0,33
ENSG00000105650,0.0,19
ENSG00000196800,0.0,13
ENSG00000123338,0.0,23
ENSG00000221823,1.0,43
ENSG00000088543,0.0,31
ENSG00000153774,1.0,41
ENSG00000183850,0.0,25
ENSG00000184937,0.0,35
ENSG00000127399,1.0,28
ENSG00000130377,0.0,17
ENSG00000152939,1.0,37
ENSG00000121380,1.0,36
ENSG00000110934,0.0,33
ENSG00000197852,0.0,41
ENSG00000204084,1.0,33
ENSG00000165389,1.0,38
ENSG00000197223,0.0,40
ENSG00000229183,1.0,0
ENSG00000055163,0.0,39
ENSG00000226763,0.0,26
ENSG00000124003,0.0,21
ENSG00000143333,0.0,44
ENSG00000138468,0.0,34
ENSG00000170791,1.0,28
ENSG00000254709,1.0,33
ENSG00000129460,1.0,35
ENSG00000177674,1.0,48
ENSG00000185697,0.0,27
ENSG00000167633,0.0,21
ENSG00000185551,1.0,58
ENSG00000171119,0.0,40
ENSG00000077549,1.0,45
ENSG00000112983,1.0,30
ENSG00000171291,0.0,30
ENSG00000131652,1.0,34
ENSG00000125149,1.0,39
ENSG00000104853,1.0,41
ENSG00000126247,1.0,45
ENSG00000138135,0.0,33
ENSG00000183775,0.0,26
ENSG00000169208,0.0,21
ENSG00000144278,0.0,33
ENSG00000172985,0.0,36
ENSG00000124103,1.0,27
ENSG00000166340,1.0,46
ENSG00000144868,0.0,25
ENSG00000162415,0.0,25
ENSG00000196859,0.0,21
ENSG00000107036,0.0,42
ENSG00000219438,0.0,30
ENSG00000186007,0.0,26
ENSG00000135828,0.0,34
ENSG00000196526,1.0,32
ENSG00000181656,0.0,27
ENSG00000174348,1.0,40
ENSG00000058804,1.0,32
ENSG00000174946,0.0,26
ENSG00000186104,1.0,41
ENSG00000116237,1.0,42
ENSG00000162231,1.0,43
ENSG00000048028,1.0,39
ENSG00000142235,0.0,35
ENSG00000009790,0.0,41
ENSG00000100528,1.0,35
ENSG00000182628,1.0,34
ENSG00000035928,1.0,35
ENSG00000144711,1.0,47
ENSG00000125148,1.0,50
ENSG00000205078,1.0,13
ENSG00000243335,1.0,39
ENSG00000171368,1.0,22
ENSG00000173950,0.0,36
ENSG00000099800,1.0,47
ENSG00000047188,1.0,33
ENSG00000177875,0.0,29
ENSG00000177191,1.0,46
ENSG00000150628,0.0,24
ENSG00000108018,0.0,29
ENSG00000103089,1.0,37
ENSG00000151914,0.0,27
ENSG00000014914,1.0,47
ENSG00000253138,0.0,20
ENSG00000113504,1.0,53
ENSG00000164086,0.0,54
ENSG00000186314,1.0,42
ENSG00000215612,0.0,29
ENSG00000173406,0.0,33
ENSG00000205476,1.0,59
ENSG00000234560,0.0,3
ENSG00000183665,1.0,36
ENSG00000102174,0.0,13
ENSG00000166889,1.0,36
ENSG00000139291,1.0,37
ENSG00000165948,1.0,35
ENSG00000169393,0.0,17
ENSG00000172771,0.0,33
ENSG00000145107,0.0,24
ENSG00000082497,0.0,38
ENSG00000166275,1.0,33
ENSG00000149636,1.0,31
ENSG00000119042,0.0,62
ENSG00000185522,0.0,42
ENSG00000241119,1.0,16
ENSG00000070159,1.0,36
ENSG00000129317,0.0,33
ENSG00000010626,0.0,31
ENSG00000164123,0.0,19
ENSG00000188486,1.0,45
ENSG00000172324,0.0,29
ENSG00000152254,0.0,14
ENSG00000203970,0.0,8
ENSG00000180336,0.0,24
ENSG00000197016,0.0,39
ENSG00000141448,1.0,59
ENSG00000108602,0.0,31
ENSG00000138801,1.0,34
ENSG00000174744,1.0,38
ENSG00000149289,0.0,34
ENSG00000162998,1.0,31
ENSG00000168746,0.0,39
ENSG00000000005,0.0,13
ENSG00000168936,1.0,52
ENSG00000079101,0.0,21
ENSG00000183876,0.0,27
ENSG00000185177,0.0,28
ENSG00000094916,1.0,36
ENSG00000167695,1.0,37
ENSG00000177684,0.0,5
ENSG00000133256,0.0,21
ENSG00000205177,0.0,45
ENSG00000104879,0.0,31
ENSG00000184110,1.0,6
ENSG00000171681,0.0,31
ENSG00000154997,0.0,18
ENSG00000140478,0.0,0
ENSG00000158485,0.0,26
ENSG00000170043,1.0,42
ENSG00000124731,0.0,20
ENSG00000117114,1.0,41
ENSG00000186452,0.0,23
ENSG00000185614,0.0,38
ENSG00000134987,1.0,37
ENSG00000166788,1.0,29
ENSG00000144554,0.0,41
ENSG00000130762,1.0,46
ENSG00000250479,1.0,56
ENSG00000164591,0.0,28
ENSG00000166856,0.0,33
ENSG00000151746,0.0,28
ENSG00000089335,1.0,48
ENSG00000114204,0.0,10
ENSG00000239857,1.0,45
ENSG00000175065,0.0,15
ENSG00000152558,1.0,40
ENSG00000137414,1.0,43
ENSG00000080371,1.0,43
ENSG00000004961,1.0,34
ENSG00000160293,1.0,41
ENSG00000087258,1.0,44
ENSG00000162894,0.0,56
ENSG00000135698,1.0,38
ENSG00000175857,0.0,18
ENSG00000157613,1.0,53
ENSG00000048545,0.0,31
ENSG00000164933,1.0,41
ENSG00000130812,0.0,31
ENSG00000215305,1.0,31
ENSG00000130734,1.0,33
ENSG00000120498,0.0,5
ENSG00000169905,1.0,43
ENSG00000125965,0.0,26
ENSG00000056972,1.0,46
ENSG00000204599,1.0,39
ENSG00000128394,0.0,29
ENSG00000137288,1.0,34
ENSG00000074706,0.0,28
