gene_id,GE,Pattern_1,Pattern_2
ENSG00000169217,1.0,44,20
ENSG00000107362,1.0,31,13
ENSG00000087495,0.0,34,18
ENSG00000197016,0.0,26,15
ENSG00000198074,0.0,24,15
ENSG00000204920,1.0,16,16
ENSG00000100345,1.0,36,8
ENSG00000121552,0.0,11,18
ENSG00000129226,1.0,31,20
ENSG00000010219,1.0,25,25
ENSG00000068976,0.0,34,15
ENSG00000000005,0.0,9,22
ENSG00000124786,1.0,26,18
ENSG00000140526,1.0,25,19
ENSG00000176155,0.0,42,13
ENSG00000181016,0.0,17,18
ENSG00000186230,0.0,27,17
ENSG00000100239,1.0,44,9
ENSG00000221949,0.0,32,11
ENSG00000127445,1.0,25,14
ENSG00000113211,0.0,12,14
ENSG00000172794,0.0,37,23
ENSG00000070882,1.0,14,13
ENSG00000179965,1.0,32,14
ENSG00000164334,0.0,14,19
ENSG00000196357,0.0,40,14
ENSG00000173915,1.0,28,16
ENSG00000171617,1.0,30,19
ENSG00000147145,0.0,9,7
ENSG00000136110,0.0,25,25
ENSG00000168757,0.0,0,0
ENSG00000136295,1.0,36,13
ENSG00000112175,1.0,11,14
ENSG00000110801,1.0,31,15
ENSG00000148411,1.0,39,11
ENSG00000184330,0.0,29,17
ENSG00000008382,0.0,31,14
ENSG00000198142,1.0,43,8
ENSG00000100012,0.0,32,23
ENSG00000112701,1.0,33,12
ENSG00000176428,0.0,31,18
ENSG00000165935,0.0,21,21
ENSG00000088992,0.0,30,21
ENSG00000173559,1.0,31,11
ENSG00000160293,1.0,43,10
ENSG00000121274,1.0,28,15
ENSG00000163378,1.0,20,9
ENSG00000141026,1.0,31,20
ENSG00000180386,0.0,2,3
ENSG00000196431,0.0,34,24
ENSG00000182759,0.0,38,14
ENSG00000134901,1.0,37,12
ENSG00000237765,1.0,32,12
ENSG00000089116,0.0,39,25
ENSG00000213347,1.0,44,15
ENSG00000256713,0.0,5,5
ENSG00000158006,1.0,32,16
ENSG00000186579,0.0,2,3
ENSG00000100225,1.0,30,11
ENSG00000166340,1.0,36,18
ENSG00000089154,1.0,31,11
ENSG00000173976,0.0,34,24
ENSG00000197461,1.0,48,16
ENSG00000120915,0.0,25,22
ENSG00000213366,1.0,30,17
ENSG00000141316,0.0,29,24
ENSG00000142224,0.0,20,17
ENSG00000173011,1.0,32,11
ENSG00000141076,1.0,28,12
ENSG00000160654,0.0,29,21
ENSG00000166501,0.0,30,21
ENSG00000103222,1.0,30,14
ENSG00000171611,0.0,33,26
ENSG00000122035,1.0,28,14
ENSG00000169583,0.0,35,17
ENSG00000161217,1.0,29,19
ENSG00000147526,1.0,34,19
ENSG00000137801,1.0,32,9
ENSG00000136002,0.0,25,20
ENSG00000196724,0.0,28,20
ENSG00000124198,1.0,36,11
ENSG00000104901,0.0,41,12
ENSG00000185467,0.0,27,19
ENSG00000236981,0.0,21,19
ENSG00000197256,1.0,40,18
ENSG00000151292,1.0,24,12
ENSG00000204347,0.0,33,29
ENSG00000131351,1.0,42,13
ENSG00000052126,1.0,23,19
ENSG00000124151,1.0,30,11
ENSG00000146066,1.0,31,18
ENSG00000163288,0.0,14,11
ENSG00000189068,0.0,29,9
ENSG00000197651,0.0,22,21
ENSG00000198925,1.0,37,9
ENSG00000186860,0.0,24,23
ENSG00000138801,1.0,31,9
ENSG00000103067,0.0,33,18
ENSG00000023228,1.0,31,21
ENSG00000167588,0.0,30,18
ENSG00000072134,1.0,10,2
ENSG00000130775,0.0,36,21
ENSG00000157657,1.0,31,9
ENSG00000143443,0.0,33,22
ENSG00000168476,1.0,36,19
ENSG00000001460,0.0,42,17
ENSG00000184486,0.0,44,27
ENSG00000161558,1.0,34,13
ENSG00000135218,1.0,12,11
ENSG00000123405,0.0,26,23
ENSG00000158528,0.0,21,11
ENSG00000160145,0.0,35,23
ENSG00000162222,1.0,42,12
ENSG00000143257,0.0,24,25
ENSG00000134057,1.0,32,13
ENSG00000110906,1.0,29,19
ENSG00000108830,0.0,42,18
ENSG00000203737,0.0,13,14
ENSG00000140391,1.0,33,23
ENSG00000128310,0.0,31,26
ENSG00000185664,0.0,29,20
ENSG00000166797,1.0,39,16
ENSG00000110881,1.0,36,19
ENSG00000177565,1.0,33,13
ENSG00000184500,1.0,21,18
ENSG00000181733,0.0,26,13
ENSG00000198467,1.0,37,17
ENSG00000006468,1.0,15,21
ENSG00000164930,1.0,26,13
ENSG00000237541,0.0,20,26
ENSG00000206199,0.0,10,13
ENSG00000214756,0.0,31,11
ENSG00000188938,1.0,22,24
ENSG00000116031,0.0,30,26
ENSG00000232399,0.0,1,0
ENSG00000156521,0.0,26,18
ENSG00000177489,0.0,11,14
ENSG00000205678,0.0,12,12
ENSG00000156500,0.0,21,6
ENSG00000118972,0.0,30,24
ENSG00000127870,1.0,22,15
ENSG00000205279,0.0,17,20
ENSG00000187223,0.0,26,19
ENSG00000134851,1.0,31,9
ENSG00000100079,0.0,27,23
ENSG00000151689,1.0,30,17
ENSG00000163689,0.0,26,15
ENSG00000205883,0.0,22,23
ENSG00000112584,1.0,34,25
ENSG00000165359,1.0,14,9
ENSG00000143333,0.0,29,25
ENSG00000134532,1.0,36,19
ENSG00000028137,1.0,39,20
ENSG00000112159,0.0,29,14
ENSG00000134184,1.0,15,15
ENSG00000196378,0.0,47,19
ENSG00000129993,0.0,37,19
ENSG00000171819,0.0,24,21
ENSG00000036530,0.0,36,17
ENSG00000132952,1.0,26,11
ENSG00000140527,0.0,27,17
ENSG00000182346,0.0,17,18
ENSG00000196313,1.0,18,9
ENSG00000170485,1.0,33,20
ENSG00000173040,0.0,41,16
ENSG00000130733,1.0,33,14
ENSG00000172780,1.0,34,11
ENSG00000249709,0.0,36,16
ENSG00000081479,0.0,32,21
ENSG00000164252,1.0,28,20
ENSG00000103091,1.0,31,21
ENSG00000176681,0.0,5,0
ENSG00000116525,1.0,26,16
ENSG00000128283,1.0,34,12
ENSG00000135502,0.0,33,31
ENSG00000167104,0.0,33,26
ENSG00000204228,0.0,44,20
ENSG00000198901,1.0,25,10
ENSG00000127529,0.0,9,16
ENSG00000160951,0.0,46,22
ENSG00000116690,0.0,14,11
ENSG00000122591,1.0,23,11
ENSG00000188158,0.0,27,11
ENSG00000161980,1.0,43,17
ENSG00000104524,0.0,34,18
ENSG00000043143,1.0,42,10
ENSG00000115446,1.0,33,17
ENSG00000020426,1.0,12,19
ENSG00000140932,0.0,25,22
