gene_id,GE,Pattern_1,Pattern_2
ENSG00000110244,1.0,58,35
ENSG00000166452,1.0,25,61
ENSG00000204920,1.0,31,59
ENSG00000069943,0.0,24,54
ENSG00000121552,1.0,35,34
ENSG00000068976,0.0,43,51
ENSG00000124356,1.0,23,58
ENSG00000205495,0.0,23,33
ENSG00000000005,0.0,18,21
ENSG00000072682,1.0,44,47
ENSG00000124786,1.0,27,54
ENSG00000255378,0.0,7,8
ENSG00000140526,1.0,40,55
ENSG00000150722,0.0,19,32
ENSG00000100968,1.0,33,54
ENSG00000170525,1.0,51,61
ENSG00000176155,0.0,39,43
ENSG00000144848,1.0,26,59
ENSG00000133997,1.0,24,52
ENSG00000221949,0.0,26,57
ENSG00000185246,1.0,26,50
ENSG00000187950,0.0,25,35
ENSG00000188056,0.0,55,47
ENSG00000148408,0.0,67,58
ENSG00000172794,0.0,60,52
ENSG00000070882,0.0,46,35
ENSG00000158516,0.0,41,33
ENSG00000117407,0.0,58,52
ENSG00000178974,1.0,23,53
ENSG00000148386,0.0,72,44
ENSG00000171617,0.0,45,53
ENSG00000110801,1.0,29,46
ENSG00000170396,0.0,34,57
ENSG00000147041,0.0,10,20
ENSG00000101230,0.0,58,56
ENSG00000122376,1.0,21,61
ENSG00000072195,1.0,43,44
ENSG00000139211,1.0,39,71
ENSG00000203963,0.0,23,43
ENSG00000244005,1.0,42,57
ENSG00000112701,1.0,21,67
ENSG00000176428,0.0,62,51
ENSG00000143437,1.0,38,59
ENSG00000173559,0.0,18,56
ENSG00000080371,1.0,34,52
ENSG00000132953,0.0,32,48
ENSG00000121274,1.0,53,54
ENSG00000163378,1.0,30,56
ENSG00000129744,0.0,56,49
ENSG00000141026,1.0,44,57
ENSG00000092470,0.0,27,54
ENSG00000196431,0.0,63,49
ENSG00000141580,1.0,39,53
ENSG00000134901,0.0,33,62
ENSG00000237765,1.0,26,52
ENSG00000168263,0.0,31,38
ENSG00000089116,0.0,71,50
ENSG00000186019,1.0,33,59
ENSG00000158006,1.0,41,48
ENSG00000186579,0.0,5,3
ENSG00000100225,1.0,41,56
ENSG00000124429,1.0,11,25
ENSG00000136197,1.0,33,45
ENSG00000166960,0.0,38,56
ENSG00000176244,0.0,26,47
ENSG00000116574,1.0,16,12
ENSG00000186787,1.0,13,26
ENSG00000173011,1.0,37,63
ENSG00000103222,1.0,37,63
ENSG00000143614,1.0,37,55
ENSG00000243232,0.0,49,54
ENSG00000115325,1.0,38,42
ENSG00000161217,1.0,38,56
ENSG00000147526,1.0,34,53
ENSG00000137801,1.0,41,63
ENSG00000122136,0.0,44,27
ENSG00000196724,0.0,47,53
ENSG00000152467,0.0,51,59
ENSG00000236981,0.0,35,44
ENSG00000151292,1.0,28,53
ENSG00000112378,1.0,33,52
ENSG00000170231,0.0,42,40
ENSG00000170266,1.0,43,54
ENSG00000164128,1.0,21,49
ENSG00000124151,1.0,24,46
ENSG00000146066,1.0,43,59
ENSG00000161888,0.0,26,39
ENSG00000253148,0.0,14,33
ENSG00000139656,0.0,32,50
ENSG00000166455,0.0,28,44
ENSG00000167986,1.0,42,54
ENSG00000167701,1.0,57,50
ENSG00000089723,0.0,52,39
ENSG00000257591,0.0,32,47
