gene_id,GE,Pattern_1,Pattern_2
ENSG00000166716,1.0,19,30
ENSG00000167216,0.0,16,40
ENSG00000205307,1.0,18,57
ENSG00000196793,0.0,18,46
ENSG00000176209,1.0,11,30
ENSG00000143556,0.0,17,59
ENSG00000137831,1.0,7,42
ENSG00000164897,1.0,29,31
ENSG00000198643,1.0,20,56
ENSG00000175311,0.0,14,51
ENSG00000130783,0.0,16,34
ENSG00000083807,0.0,13,30
ENSG00000171428,0.0,14,48
ENSG00000107014,0.0,7,23
ENSG00000184828,0.0,16,56
ENSG00000130433,0.0,15,59
ENSG00000140307,1.0,23,22
ENSG00000141748,0.0,11,48
ENSG00000243729,0.0,6,39
ENSG00000204653,0.0,17,53
ENSG00000166016,0.0,16,47
ENSG00000075407,0.0,21,29
ENSG00000173611,0.0,24,27
ENSG00000169057,1.0,15,67
ENSG00000050555,1.0,15,63
ENSG00000172352,0.0,0,0
ENSG00000119688,1.0,25,31
ENSG00000161649,0.0,12,49
ENSG00000135446,1.0,26,29
ENSG00000132341,1.0,27,31
ENSG00000131171,1.0,14,46
ENSG00000188672,0.0,13,31
ENSG00000186442,0.0,18,64
ENSG00000181626,0.0,7,51
ENSG00000196578,0.0,8,29
ENSG00000172869,1.0,15,27
ENSG00000228804,0.0,12,47
ENSG00000118939,1.0,18,21
ENSG00000110422,1.0,4,32
ENSG00000165775,1.0,11,45
ENSG00000139116,0.0,6,50
ENSG00000119616,1.0,18,19
ENSG00000169583,1.0,24,51
ENSG00000064999,1.0,20,28
ENSG00000162616,1.0,11,26
ENSG00000128524,1.0,25,42
ENSG00000154328,1.0,23,30
ENSG00000244509,1.0,24,40
ENSG00000218357,0.0,10,53
ENSG00000169906,0.0,19,60
ENSG00000168067,1.0,26,34
ENSG00000171772,0.0,16,46
ENSG00000170955,1.0,15,50
ENSG00000036530,0.0,15,45
ENSG00000167634,0.0,16,50
ENSG00000164508,0.0,9,46
ENSG00000112812,0.0,13,62
ENSG00000059588,1.0,21,38
ENSG00000100902,1.0,21,41
ENSG00000177054,0.0,19,51
ENSG00000000419,1.0,15,30
ENSG00000164011,1.0,22,28
ENSG00000143612,1.0,26,31
ENSG00000177570,0.0,16,43
ENSG00000143502,0.0,16,68
ENSG00000184113,1.0,27,59
ENSG00000166126,1.0,16,51
ENSG00000185565,0.0,9,56
ENSG00000174720,1.0,21,41
ENSG00000235173,1.0,0,1
ENSG00000167625,1.0,28,33
ENSG00000132507,1.0,28,30
ENSG00000030419,0.0,16,30
