gene_id,GE,Pattern_1
ENSG00000162636,0.0,13
ENSG00000099942,1.0,26
ENSG00000204514,0.0,23
ENSG00000205307,1.0,15
ENSG00000164871,0.0,2
ENSG00000091527,1.0,29
ENSG00000141446,1.0,28
ENSG00000137831,1.0,20
ENSG00000164897,1.0,24
ENSG00000175311,1.0,29
ENSG00000101425,0.0,28
ENSG00000196873,0.0,1
ENSG00000130433,0.0,11
ENSG00000141748,0.0,7
ENSG00000258920,0.0,23
ENSG00000163638,0.0,6
ENSG00000204653,0.0,7
ENSG00000181803,0.0,16
ENSG00000075407,1.0,33
ENSG00000133398,1.0,33
ENSG00000156395,0.0,6
ENSG00000158553,0.0,13
ENSG00000050555,0.0,9
ENSG00000152217,0.0,8
ENSG00000113575,1.0,31
ENSG00000119688,1.0,28
ENSG00000197249,1.0,31
ENSG00000006638,0.0,13
ENSG00000006740,0.0,17
ENSG00000158195,1.0,19
ENSG00000186442,0.0,9
ENSG00000053371,1.0,26
ENSG00000166948,0.0,16
ENSG00000172869,1.0,16
ENSG00000169155,1.0,26
ENSG00000244414,0.0,1
ENSG00000229809,0.0,21
ENSG00000095739,1.0,28
ENSG00000169583,0.0,17
ENSG00000127951,0.0,19
ENSG00000142700,0.0,13
ENSG00000162616,0.0,14
ENSG00000214681,0.0,8
ENSG00000244509,1.0,25
ENSG00000091490,0.0,12
ENSG00000177873,0.0,31
ENSG00000115073,1.0,33
ENSG00000187642,0.0,10
ENSG00000059691,1.0,34
ENSG00000119185,1.0,31
ENSG00000113361,0.0,15
ENSG00000236981,0.0,6
ENSG00000134627,0.0,7
ENSG00000169906,0.0,26
ENSG00000168067,1.0,18
ENSG00000128228,1.0,24
ENSG00000115652,1.0,34
ENSG00000151615,0.0,14
ENSG00000148925,1.0,19
ENSG00000170955,0.0,14
ENSG00000100902,1.0,28
ENSG00000198720,0.0,12
ENSG00000107796,1.0,26
ENSG00000074047,0.0,10
ENSG00000177054,1.0,27
ENSG00000000419,1.0,29
ENSG00000186973,1.0,17
ENSG00000123575,1.0,18
ENSG00000165762,0.0,14
ENSG00000135002,1.0,30
ENSG00000108599,1.0,26
ENSG00000162711,0.0,10
ENSG00000212724,0.0,17
ENSG00000172365,0.0,7
ENSG00000159199,1.0,32
ENSG00000030419,0.0,11
ENSG00000176293,0.0,10
ENSG00000149308,1.0,25
ENSG00000069188,0.0,11
ENSG00000183309,1.0,32
ENSG00000204498,1.0,33
ENSG00000132423,1.0,18
ENSG00000174446,1.0,30
ENSG00000167552,1.0,5
ENSG00000186951,1.0,30
ENSG00000124429,0.0,10
ENSG00000165689,1.0,26
ENSG00000145723,0.0,25
ENSG00000176593,1.0,29
ENSG00000169221,1.0,31
ENSG00000187605,1.0,32
ENSG00000102572,1.0,26
ENSG00000141738,1.0,31
ENSG00000166439,1.0,23
ENSG00000177156,1.0,25
ENSG00000115548,1.0,33
ENSG00000139971,0.0,11
ENSG00000256087,1.0,28
ENSG00000182903,1.0,24
ENSG00000197632,0.0,11
ENSG00000187950,0.0,12
ENSG00000129167,0.0,4
ENSG00000183034,0.0,13
ENSG00000162298,1.0,32
ENSG00000228083,0.0,8
ENSG00000151445,1.0,23
ENSG00000215217,0.0,13
ENSG00000143653,1.0,35
ENSG00000134461,1.0,28
ENSG00000168143,0.0,9
ENSG00000170855,1.0,26
ENSG00000166348,1.0,25
ENSG00000034152,1.0,33
ENSG00000198445,0.0,1
ENSG00000147649,1.0,28
ENSG00000171100,1.0,19
ENSG00000136158,1.0,24
ENSG00000125810,0.0,14
ENSG00000171401,0.0,11
ENSG00000141376,1.0,18
ENSG00000162399,0.0,18
ENSG00000105650,1.0,6
ENSG00000183310,0.0,2
ENSG00000166206,0.0,10
ENSG00000196800,0.0,12
ENSG00000107807,0.0,10
ENSG00000112782,0.0,12
ENSG00000143125,0.0,15
ENSG00000150636,0.0,25
ENSG00000095917,0.0,10
ENSG00000153774,1.0,29
ENSG00000196313,1.0,15
ENSG00000184937,0.0,7
ENSG00000163126,1.0,30
ENSG00000166669,1.0,35
ENSG00000110934,0.0,19
ENSG00000184486,0.0,12
ENSG00000251359,0.0,23
ENSG00000157005,0.0,11
ENSG00000214300,0.0,4
ENSG00000149932,1.0,21
ENSG00000166426,0.0,4
ENSG00000166598,1.0,29
ENSG00000043143,1.0,26
ENSG00000132275,0.0,35
ENSG00000112130,1.0,32
ENSG00000055163,1.0,26
ENSG00000226763,0.0,25
ENSG00000113578,0.0,10
ENSG00000180869,0.0,8
ENSG00000170791,1.0,36
ENSG00000188158,0.0,2
ENSG00000249931,0.0,0
ENSG00000086827,1.0,28
ENSG00000177674,1.0,22
ENSG00000101812,0.0,7
ENSG00000185551,0.0,28
ENSG00000171119,1.0,19
ENSG00000139973,0.0,8
ENSG00000027847,1.0,19
ENSG00000112983,1.0,28
ENSG00000205279,0.0,9
ENSG00000126247,1.0,24
ENSG00000181588,1.0,26
ENSG00000204669,0.0,11
ENSG00000170502,1.0,23
ENSG00000144278,0.0,12
ENSG00000165478,1.0,31
ENSG00000090470,1.0,26
ENSG00000163633,1.0,18
ENSG00000136943,1.0,19
ENSG00000244038,1.0,29
ENSG00000188269,0.0,14
ENSG00000107036,1.0,20
ENSG00000186007,0.0,15
ENSG00000203797,1.0,24
ENSG00000135828,0.0,7
ENSG00000181656,0.0,14
ENSG00000116237,1.0,28
ENSG00000119917,0.0,11
ENSG00000069424,1.0,18
ENSG00000186918,1.0,23
ENSG00000100528,1.0,27
ENSG00000164941,1.0,23
ENSG00000144711,1.0,30
ENSG00000171368,0.0,1
ENSG00000119919,0.0,12
ENSG00000001460,0.0,25
ENSG00000099800,1.0,26
ENSG00000214216,0.0,10
ENSG00000179588,0.0,19
ENSG00000177191,0.0,28
ENSG00000150628,0.0,8
ENSG00000162494,0.0,9
ENSG00000243130,0.0,3
ENSG00000113504,1.0,24
ENSG00000248727,0.0,17
ENSG00000143702,1.0,19
ENSG00000215612,0.0,5
ENSG00000205476,1.0,25
ENSG00000110881,0.0,8
ENSG00000103196,0.0,12
ENSG00000160349,0.0,6
ENSG00000122584,0.0,9
