gene_id,GE,Pattern_1
ENSG00000110244,0.0,48
ENSG00000173928,1.0,64
ENSG00000087495,0.0,53
ENSG00000197016,0.0,48
ENSG00000069943,1.0,46
ENSG00000148346,1.0,60
ENSG00000118418,1.0,47
ENSG00000118217,1.0,51
ENSG00000129226,1.0,61
ENSG00000068976,0.0,61
ENSG00000124356,1.0,54
ENSG00000186081,0.0,57
ENSG00000180660,0.0,38
ENSG00000205495,0.0,32
ENSG00000143797,0.0,54
ENSG00000000005,0.0,36
ENSG00000183527,1.0,44
ENSG00000072682,1.0,59
ENSG00000255378,0.0,2
ENSG00000137944,1.0,46
ENSG00000100426,1.0,55
ENSG00000177674,1.0,69
ENSG00000134242,0.0,43
ENSG00000176155,1.0,49
ENSG00000133997,1.0,34
ENSG00000166803,1.0,45
ENSG00000221949,0.0,34
ENSG00000187950,0.0,31
ENSG00000188056,0.0,49
ENSG00000127445,1.0,56
ENSG00000113211,0.0,35
ENSG00000103269,0.0,65
ENSG00000169684,0.0,41
ENSG00000011478,1.0,55
ENSG00000196357,0.0,44
ENSG00000100749,1.0,43
ENSG00000178974,1.0,49
ENSG00000100156,0.0,54
ENSG00000147145,0.0,18
ENSG00000136110,0.0,45
ENSG00000136295,1.0,54
ENSG00000148411,1.0,60
ENSG00000170396,0.0,24
ENSG00000147041,0.0,24
ENSG00000143324,0.0,41
ENSG00000184330,0.0,43
ENSG00000122376,1.0,43
ENSG00000146166,0.0,21
ENSG00000140688,1.0,61
ENSG00000008382,1.0,48
ENSG00000139211,0.0,45
ENSG00000144868,0.0,57
ENSG00000203963,0.0,48
ENSG00000244005,1.0,46
ENSG00000100012,0.0,57
ENSG00000144681,0.0,43
ENSG00000112701,1.0,49
ENSG00000088992,1.0,57
ENSG00000160293,1.0,59
ENSG00000132953,0.0,47
ENSG00000188486,1.0,54
ENSG00000129744,0.0,44
ENSG00000141026,1.0,50
ENSG00000180386,0.0,16
ENSG00000186141,1.0,42
ENSG00000134901,0.0,48
ENSG00000105369,0.0,50
ENSG00000167130,1.0,64
ENSG00000117281,0.0,47
ENSG00000164088,1.0,57
ENSG00000143801,1.0,54
ENSG00000003436,0.0,34
ENSG00000205221,0.0,34
ENSG00000256713,1.0,4
ENSG00000158006,1.0,54
ENSG00000100225,1.0,37
ENSG00000166340,1.0,62
ENSG00000133935,1.0,49
ENSG00000136197,1.0,52
ENSG00000179562,1.0,63
ENSG00000213366,1.0,52
ENSG00000120915,1.0,56
ENSG00000186787,0.0,25
ENSG00000138346,0.0,46
ENSG00000135837,0.0,37
ENSG00000160654,0.0,50
ENSG00000166501,0.0,56
ENSG00000103222,1.0,54
ENSG00000157322,0.0,12
ENSG00000031698,1.0,50
ENSG00000115325,1.0,52
ENSG00000080824,1.0,54
ENSG00000169856,0.0,62
ENSG00000196724,0.0,50
ENSG00000058091,1.0,42
ENSG00000152467,0.0,44
ENSG00000204347,0.0,51
ENSG00000112378,1.0,42
ENSG00000143995,0.0,50
ENSG00000170231,0.0,45
ENSG00000163288,0.0,27
ENSG00000189068,0.0,33
ENSG00000197651,0.0,42
ENSG00000139656,0.0,51
ENSG00000118898,1.0,57
ENSG00000139890,0.0,52
ENSG00000001036,1.0,58
ENSG00000106541,1.0,42
ENSG00000089723,0.0,56
ENSG00000103067,1.0,54
ENSG00000167588,0.0,57
ENSG00000072134,1.0,37
ENSG00000196344,0.0,35
ENSG00000157657,0.0,32
ENSG00000182162,0.0,40
ENSG00000197111,1.0,50
ENSG00000107581,1.0,45
ENSG00000131165,1.0,58
ENSG00000167565,1.0,61
ENSG00000162222,1.0,52
ENSG00000072849,1.0,47
ENSG00000143257,0.0,45
ENSG00000169758,0.0,44
ENSG00000179071,0.0,43
ENSG00000109118,1.0,60
ENSG00000156650,1.0,52
ENSG00000128310,0.0,51
ENSG00000185664,0.0,46
ENSG00000197093,0.0,57
ENSG00000070831,1.0,55
ENSG00000167536,1.0,53
ENSG00000110881,0.0,61
ENSG00000198382,1.0,53
