gene_id,GE,Pattern_1,Pattern_2
ENSG00000164284,1.0,59,43
ENSG00000166716,1.0,59,40
ENSG00000164871,0.0,10,4
ENSG00000196793,1.0,55,37
ENSG00000176209,1.0,66,30
ENSG00000103852,0.0,66,38
ENSG00000101425,0.0,41,25
ENSG00000083807,0.0,32,34
ENSG00000186265,0.0,34,19
ENSG00000006756,1.0,39,23
ENSG00000172403,1.0,48,29
ENSG00000107014,0.0,27,18
ENSG00000184828,0.0,37,18
ENSG00000130433,0.0,37,18
ENSG00000140307,1.0,67,48
ENSG00000196092,0.0,53,20
ENSG00000258920,0.0,49,38
ENSG00000189164,0.0,52,37
ENSG00000177963,1.0,66,48
ENSG00000181803,0.0,36,18
ENSG00000115808,1.0,56,31
ENSG00000133398,1.0,54,48
ENSG00000224877,1.0,58,42
ENSG00000169057,1.0,58,29
ENSG00000147813,1.0,44,45
ENSG00000161921,0.0,44,30
ENSG00000182831,1.0,63,45
ENSG00000050555,0.0,48,30
ENSG00000029153,1.0,57,37
ENSG00000152217,0.0,59,31
ENSG00000113575,1.0,63,43
ENSG00000119688,0.0,45,31
ENSG00000104442,1.0,48,34
ENSG00000204592,1.0,58,45
ENSG00000051596,1.0,14,15
ENSG00000135446,1.0,61,44
ENSG00000132341,1.0,57,44
ENSG00000134827,0.0,28,12
ENSG00000006740,0.0,50,23
ENSG00000112041,0.0,24,25
ENSG00000131171,1.0,52,18
ENSG00000186442,0.0,35,22
ENSG00000119242,1.0,63,38
ENSG00000228804,0.0,41,24
ENSG00000169155,1.0,55,45
ENSG00000128965,1.0,51,45
ENSG00000118939,1.0,56,39
ENSG00000165775,1.0,42,15
ENSG00000127951,1.0,58,30
ENSG00000128524,1.0,49,38
ENSG00000073737,0.0,36,16
ENSG00000164707,0.0,39,44
ENSG00000154328,0.0,55,40
ENSG00000214681,0.0,19,20
ENSG00000091490,1.0,65,36
ENSG00000177873,0.0,42,39
ENSG00000164300,0.0,64,26
ENSG00000115073,1.0,54,46
ENSG00000187642,0.0,31,23
ENSG00000119185,1.0,56,38
ENSG00000218357,0.0,37,13
ENSG00000095932,0.0,41,30
ENSG00000196821,1.0,58,41
ENSG00000157349,1.0,52,26
ENSG00000169906,0.0,30,40
ENSG00000128228,1.0,48,36
ENSG00000151615,0.0,50,16
ENSG00000148925,1.0,51,36
ENSG00000167634,0.0,22,10
ENSG00000164508,0.0,32,20
ENSG00000100902,1.0,35,37
ENSG00000107796,1.0,69,32
ENSG00000196437,0.0,54,38
ENSG00000177054,1.0,56,38
ENSG00000035720,0.0,32,17
ENSG00000186973,0.0,45,28
ENSG00000123575,1.0,50,35
ENSG00000165762,0.0,39,23
ENSG00000108599,1.0,53,41
ENSG00000143502,0.0,43,21
ENSG00000162711,0.0,30,21
ENSG00000212724,0.0,54,31
ENSG00000091831,0.0,37,23
ENSG00000185565,1.0,47,21
ENSG00000174720,1.0,64,38
ENSG00000030419,0.0,62,40
ENSG00000179526,1.0,50,40
ENSG00000152785,0.0,54,19
ENSG00000176293,0.0,53,35
ENSG00000116661,0.0,49,34
ENSG00000069188,0.0,43,12
ENSG00000183309,1.0,60,47
ENSG00000132423,1.0,48,27
ENSG00000167705,1.0,53,39
ENSG00000126814,1.0,57,43
ENSG00000124429,0.0,31,6
ENSG00000176593,0.0,65,44
ENSG00000169221,1.0,59,46
ENSG00000101825,1.0,47,19
ENSG00000151292,1.0,62,35
ENSG00000182389,0.0,59,20
ENSG00000177156,1.0,57,36
ENSG00000115548,1.0,69,37
ENSG00000182903,1.0,56,32
ENSG00000197632,1.0,53,40
ENSG00000134200,0.0,29,13
ENSG00000204516,1.0,63,32
ENSG00000183034,0.0,44,29
ENSG00000096746,1.0,68,43
ENSG00000161277,0.0,60,31
ENSG00000072803,1.0,58,33
ENSG00000215217,0.0,50,25
ENSG00000143653,1.0,61,35
ENSG00000166348,0.0,50,30
ENSG00000130766,1.0,53,43
ENSG00000185245,0.0,29,40
ENSG00000187714,0.0,30,34
ENSG00000122641,1.0,66,40
ENSG00000171489,0.0,30,3
ENSG00000077684,1.0,59,31
ENSG00000100351,0.0,37,14
ENSG00000105650,0.0,29,15
ENSG00000107807,0.0,45,28
ENSG00000132141,0.0,53,27
ENSG00000112782,0.0,41,16
ENSG00000123338,0.0,33,14
ENSG00000221823,1.0,70,37
ENSG00000183778,0.0,47,21
ENSG00000088543,1.0,55,32
ENSG00000143125,0.0,41,24
ENSG00000153774,1.0,50,30
ENSG00000184937,0.0,43,23
ENSG00000121380,0.0,34,21
ENSG00000165389,1.0,59,29
ENSG00000116721,0.0,14,11
ENSG00000166598,1.0,67,44
ENSG00000197223,1.0,42,47
ENSG00000175520,0.0,41,16
ENSG00000013588,1.0,62,25
ENSG00000132275,1.0,64,48
ENSG00000112130,1.0,44,32
