gene_id,GE,Pattern_1,Pattern_2
ENSG00000164284,1.0,40,10
ENSG00000166716,1.0,47,15
ENSG00000108395,1.0,40,12
ENSG00000116857,1.0,40,28
ENSG00000132581,1.0,33,13
ENSG00000176209,1.0,44,8
ENSG00000141446,1.0,45,4
ENSG00000136485,1.0,47,12
ENSG00000175311,0.0,37,35
ENSG00000101425,0.0,24,60
ENSG00000083807,0.0,30,15
ENSG00000171428,0.0,26,42
ENSG00000172403,0.0,48,14
ENSG00000107014,0.0,25,11
ENSG00000184828,0.0,43,37
ENSG00000141748,0.0,25,57
ENSG00000258920,0.0,39,13
ENSG00000204653,1.0,42,24
ENSG00000181803,0.0,21,53
ENSG00000166016,0.0,42,51
ENSG00000133398,1.0,43,19
ENSG00000224877,1.0,42,16
ENSG00000173611,0.0,39,18
ENSG00000166450,0.0,47,55
ENSG00000147813,1.0,28,17
ENSG00000050555,1.0,35,54
ENSG00000029153,0.0,39,46
ENSG00000197249,1.0,32,55
ENSG00000006638,0.0,44,36
ENSG00000008056,1.0,40,17
ENSG00000112041,0.0,23,53
ENSG00000158195,1.0,42,9
ENSG00000119242,1.0,51,12
ENSG00000228804,0.0,20,46
ENSG00000118939,1.0,47,18
ENSG00000165775,1.0,43,1
ENSG00000139116,1.0,53,14
ENSG00000095739,1.0,51,54
ENSG00000127951,0.0,45,41
ENSG00000136425,0.0,33,19
ENSG00000073737,0.0,32,24
ENSG00000126752,0.0,14,20
ENSG00000214681,0.0,30,45
ENSG00000165675,1.0,30,12
ENSG00000244509,0.0,32,28
ENSG00000115073,1.0,44,17
ENSG00000160867,1.0,43,32
ENSG00000236981,0.0,18,33
ENSG00000134627,0.0,24,22
ENSG00000196821,1.0,52,12
ENSG00000157349,1.0,30,11
ENSG00000036530,0.0,41,36
ENSG00000135723,1.0,44,23
ENSG00000204946,0.0,37,16
ENSG00000198720,0.0,38,23
ENSG00000100302,1.0,49,44
ENSG00000188171,0.0,44,19
ENSG00000103254,1.0,31,10
ENSG00000186973,0.0,29,36
ENSG00000162711,0.0,24,48
ENSG00000184113,0.0,49,58
ENSG00000172365,0.0,32,29
ENSG00000119596,1.0,50,15
ENSG00000235173,0.0,2,0
ENSG00000167625,1.0,35,17
ENSG00000132507,1.0,45,12
ENSG00000152785,0.0,39,55
ENSG00000069188,0.0,40,46
ENSG00000183309,1.0,35,21
ENSG00000204498,1.0,32,13
ENSG00000119048,1.0,50,13
ENSG00000101350,1.0,50,13
ENSG00000167705,1.0,36,19
ENSG00000126814,0.0,48,9
ENSG00000058668,1.0,46,27
ENSG00000176593,0.0,42,20
ENSG00000187605,0.0,37,28
ENSG00000141738,1.0,39,22
ENSG00000101825,0.0,36,39
ENSG00000117016,0.0,31,46
ENSG00000256087,1.0,35,10
ENSG00000152192,0.0,39,66
ENSG00000187950,0.0,28,38
ENSG00000162735,1.0,37,16
ENSG00000159588,0.0,35,11
ENSG00000096746,1.0,54,11
ENSG00000169271,0.0,30,23
ENSG00000143653,1.0,39,13
ENSG00000140400,1.0,37,13
ENSG00000168143,0.0,44,43
ENSG00000166348,1.0,46,8
ENSG00000176473,0.0,31,11
ENSG00000122641,0.0,50,37
ENSG00000171489,0.0,9,1
ENSG00000077684,1.0,53,13
ENSG00000136158,1.0,54,9
ENSG00000116761,0.0,46,23
ENSG00000104888,0.0,32,61
ENSG00000141376,1.0,32,10
ENSG00000100351,0.0,30,38
ENSG00000196800,0.0,20,46
ENSG00000107807,0.0,48,61
ENSG00000132141,0.0,36,24
