gene_id,GE,Pattern_1,Pattern_2
ENSG00000166452,1.0,44,42
ENSG00000087495,0.0,20,26
ENSG00000129226,1.0,38,55
ENSG00000118217,1.0,39,31
ENSG00000068976,0.0,31,35
ENSG00000073584,1.0,25,44
ENSG00000186081,1.0,42,51
ENSG00000205495,0.0,10,5
ENSG00000143797,1.0,38,24
ENSG00000183527,1.0,42,50
ENSG00000140526,1.0,45,42
ENSG00000242550,1.0,10,22
ENSG00000100426,1.0,43,46
ENSG00000100968,0.0,27,47
ENSG00000081014,1.0,34,40
ENSG00000134242,0.0,20,34
ENSG00000170525,1.0,38,49
ENSG00000186230,0.0,34,46
ENSG00000144848,1.0,39,45
ENSG00000186635,1.0,42,49
ENSG00000221949,0.0,30,23
ENSG00000127445,1.0,41,47
ENSG00000103269,0.0,39,46
ENSG00000158516,0.0,28,32
ENSG00000100156,0.0,36,46
ENSG00000147145,0.0,15,7
ENSG00000136295,1.0,44,47
ENSG00000101230,0.0,17,14
ENSG00000140688,1.0,34,50
ENSG00000044574,1.0,47,56
ENSG00000072195,1.0,26,24
ENSG00000139211,1.0,50,54
ENSG00000144868,0.0,24,16
ENSG00000062598,1.0,36,42
ENSG00000083454,0.0,29,23
ENSG00000100012,0.0,22,23
ENSG00000174456,0.0,21,28
ENSG00000176428,0.0,31,35
ENSG00000165935,0.0,19,33
ENSG00000143437,1.0,40,33
ENSG00000080371,1.0,42,45
ENSG00000160293,1.0,43,41
ENSG00000132953,1.0,35,42
ENSG00000092470,1.0,37,48
ENSG00000120907,0.0,11,16
ENSG00000150540,0.0,18,25
ENSG00000117281,0.0,21,18
ENSG00000164088,1.0,40,55
ENSG00000003436,0.0,16,20
ENSG00000205221,0.0,22,16
ENSG00000256713,0.0,0,1
ENSG00000158006,1.0,41,42
ENSG00000186579,0.0,2,0
ENSG00000141971,1.0,31,45
ENSG00000100225,1.0,35,29
ENSG00000089154,1.0,36,52
ENSG00000140043,0.0,27,39
ENSG00000173976,0.0,26,53
ENSG00000116574,0.0,26,16
ENSG00000197461,1.0,41,32
ENSG00000213366,1.0,27,28
ENSG00000186787,0.0,15,32
ENSG00000203791,1.0,32,46
ENSG00000138346,0.0,29,49
ENSG00000173011,1.0,41,46
ENSG00000160654,0.0,18,31
ENSG00000103222,1.0,34,40
ENSG00000183258,1.0,45,56
ENSG00000171611,0.0,9,10
ENSG00000031698,1.0,39,44
ENSG00000157322,0.0,3,11
ENSG00000143614,1.0,36,47
ENSG00000169583,1.0,40,43
ENSG00000137801,1.0,44,53
ENSG00000196724,0.0,35,52
ENSG00000124198,1.0,39,46
ENSG00000152467,0.0,28,33
ENSG00000004809,0.0,20,23
ENSG00000185467,0.0,19,29
ENSG00000197256,1.0,25,57
ENSG00000204347,0.0,27,33
ENSG00000164707,0.0,22,28
ENSG00000131351,1.0,35,48
ENSG00000143995,0.0,41,34
ENSG00000170231,0.0,25,28
ENSG00000136813,1.0,40,26
ENSG00000164128,0.0,28,12
ENSG00000124151,1.0,36,33
ENSG00000163288,0.0,23,9
ENSG00000161888,1.0,40,44
ENSG00000253148,0.0,2,8
ENSG00000197651,0.0,16,26
ENSG00000011201,0.0,27,24
ENSG00000167986,1.0,44,43
ENSG00000186860,0.0,10,31
ENSG00000103067,1.0,46,50
ENSG00000023228,1.0,30,45
ENSG00000072134,1.0,37,40
ENSG00000196344,0.0,7,21
ENSG00000157657,1.0,33,23
ENSG00000161558,1.0,34,46
ENSG00000138286,0.0,26,34
ENSG00000197111,1.0,40,45
ENSG00000135218,0.0,11,13
ENSG00000123405,0.0,36,38
ENSG00000184210,0.0,7,12
ENSG00000072849,1.0,41,42
ENSG00000169758,0.0,22,31
ENSG00000134057,1.0,36,51
