gene_id,GE,Pattern_1,Pattern_2
ENSG00000162636,1.0,38,17
ENSG00000109118,1.0,35,12
ENSG00000164284,1.0,35,14
ENSG00000108395,1.0,36,19
ENSG00000060491,1.0,38,16
ENSG00000143183,1.0,39,16
ENSG00000143556,0.0,27,13
ENSG00000137831,1.0,33,18
ENSG00000103852,0.0,32,15
ENSG00000164897,1.0,32,12
ENSG00000175311,0.0,30,12
ENSG00000079616,1.0,43,20
ENSG00000083807,1.0,20,10
ENSG00000107014,0.0,11,0
ENSG00000130433,0.0,29,8
ENSG00000258920,1.0,33,15
ENSG00000177963,1.0,39,15
ENSG00000133398,1.0,40,18
ENSG00000224877,1.0,35,15
ENSG00000166450,1.0,37,18
ENSG00000156395,0.0,24,8
ENSG00000182831,1.0,38,15
ENSG00000050555,0.0,32,8
ENSG00000239713,0.0,11,6
ENSG00000119688,1.0,35,17
ENSG00000197249,0.0,24,10
ENSG00000204592,1.0,32,17
ENSG00000135446,1.0,35,19
ENSG00000132341,1.0,37,15
ENSG00000158195,1.0,30,15
ENSG00000181626,0.0,19,8
ENSG00000196578,0.0,13,8
ENSG00000166948,0.0,24,13
ENSG00000228804,0.0,24,12
ENSG00000128965,1.0,38,17
ENSG00000041982,0.0,38,16
ENSG00000110422,1.0,38,14
ENSG00000092853,1.0,32,13
ENSG00000244414,1.0,5,0
ENSG00000229809,0.0,38,14
ENSG00000136425,0.0,32,13
ENSG00000162616,1.0,34,15
ENSG00000154328,0.0,33,17
ENSG00000126752,0.0,23,7
ENSG00000244509,0.0,21,10
ENSG00000177873,1.0,30,13
ENSG00000115073,1.0,41,17
ENSG00000169925,1.0,40,18
ENSG00000059691,1.0,26,17
ENSG00000218357,0.0,18,7
ENSG00000160867,0.0,33,14
ENSG00000134627,0.0,24,13
ENSG00000083307,0.0,20,4
ENSG00000115652,1.0,31,15
ENSG00000183323,1.0,16,4
ENSG00000170955,1.0,31,11
ENSG00000164508,0.0,22,9
ENSG00000059588,1.0,35,17
ENSG00000102683,0.0,16,9
ENSG00000204946,1.0,33,16
ENSG00000074047,0.0,18,3
ENSG00000188171,0.0,17,6
ENSG00000103254,1.0,34,15
ENSG00000177054,1.0,32,17
ENSG00000196437,0.0,18,4
ENSG00000143612,1.0,37,21
ENSG00000174950,0.0,24,8
ENSG00000108599,1.0,42,19
ENSG00000162711,0.0,25,10
ENSG00000212724,0.0,19,5
ENSG00000119596,0.0,37,16
ENSG00000185565,0.0,22,7
ENSG00000235173,1.0,2,2
ENSG00000167625,1.0,30,15
ENSG00000152785,0.0,20,8
ENSG00000108518,1.0,38,17
ENSG00000069188,0.0,25,8
ENSG00000065609,0.0,16,8
ENSG00000204498,1.0,36,15
ENSG00000126814,1.0,39,17
ENSG00000115598,0.0,21,6
ENSG00000136045,1.0,34,19
ENSG00000145723,1.0,35,19
ENSG00000176593,0.0,29,14
ENSG00000111911,1.0,37,16
ENSG00000136141,1.0,33,17
ENSG00000164306,1.0,28,16
ENSG00000187605,0.0,41,14
ENSG00000102572,1.0,39,16
ENSG00000141738,0.0,31,12
ENSG00000166439,1.0,35,16
ENSG00000162600,1.0,32,15
ENSG00000182389,0.0,15,7
ENSG00000177156,1.0,35,16
ENSG00000080572,0.0,18,9
ENSG00000204019,1.0,34,16
ENSG00000152192,0.0,17,4
ENSG00000204516,1.0,36,14
ENSG00000162298,1.0,36,18
ENSG00000096746,1.0,40,22
ENSG00000162482,0.0,23,9
ENSG00000159588,0.0,21,5
ENSG00000156234,0.0,7,4
ENSG00000161277,0.0,35,18
ENSG00000151445,1.0,38,18
ENSG00000166123,1.0,37,16
ENSG00000215217,0.0,28,7
ENSG00000187242,0.0,26,12
ENSG00000143653,1.0,37,15
ENSG00000134461,1.0,29,15
ENSG00000166348,1.0,25,7
ENSG00000034152,1.0,31,15
ENSG00000060749,1.0,36,15
ENSG00000185245,0.0,28,12
ENSG00000147649,1.0,32,15
ENSG00000171100,1.0,28,17
ENSG00000176473,1.0,24,12
ENSG00000167994,1.0,36,13
ENSG00000122641,0.0,29,11
ENSG00000171489,0.0,6,3
ENSG00000077684,1.0,37,16
ENSG00000100351,0.0,17,9
ENSG00000162399,0.0,21,6
ENSG00000167114,1.0,37,18
ENSG00000101152,1.0,34,12
ENSG00000123338,0.0,18,9
ENSG00000183778,0.0,13,8
ENSG00000088543,1.0,31,16
ENSG00000157216,1.0,37,13
ENSG00000142583,0.0,26,8
ENSG00000153774,1.0,35,15
ENSG00000130377,0.0,21,9
ENSG00000166669,0.0,16,5
ENSG00000163254,0.0,24,7
ENSG00000110934,0.0,25,11
ENSG00000197852,0.0,39,19
ENSG00000184486,0.0,32,12
ENSG00000204084,1.0,33,18
ENSG00000251359,0.0,31,17
ENSG00000157005,0.0,22,9
ENSG00000116721,0.0,17,6
ENSG00000197223,1.0,39,15
ENSG00000163531,0.0,21,9
ENSG00000132275,1.0,38,16
ENSG00000141194,0.0,22,10
ENSG00000229183,0.0,0,0
ENSG00000055163,0.0,31,13
ENSG00000113578,0.0,29,10
ENSG00000143333,1.0,40,17
ENSG00000180869,0.0,29,12
ENSG00000170791,1.0,37,15
ENSG00000188158,1.0,36,17
ENSG00000249931,0.0,2,2
ENSG00000086827,1.0,27,16
ENSG00000101812,0.0,18,10
ENSG00000103226,1.0,9,3
ENSG00000178980,1.0,36,17
ENSG00000027847,1.0,30,17
ENSG00000166862,0.0,15,4
ENSG00000125149,1.0,35,16
ENSG00000104853,1.0,37,18
ENSG00000138135,0.0,29,9
ENSG00000181588,0.0,31,13
ENSG00000170502,1.0,34,14
ENSG00000169208,0.0,19,7
ENSG00000090470,1.0,37,11
ENSG00000185070,0.0,33,14
ENSG00000198049,0.0,28,13
ENSG00000118432,0.0,18,5
ENSG00000162073,1.0,38,18
ENSG00000139218,1.0,40,18
ENSG00000152684,1.0,42,17
ENSG00000177105,1.0,36,18
ENSG00000188269,0.0,27,12
ENSG00000160233,0.0,30,17
ENSG00000174130,1.0,26,13
ENSG00000197956,1.0,39,15
ENSG00000135828,0.0,30,13
ENSG00000196526,1.0,35,17
ENSG00000258227,0.0,27,9
ENSG00000112936,0.0,23,11
ENSG00000174946,0.0,30,11
ENSG00000173214,1.0,34,17
ENSG00000173409,1.0,33,15
ENSG00000119917,1.0,36,19
ENSG00000139278,0.0,31,14
ENSG00000069424,1.0,18,10
ENSG00000142235,0.0,32,11
ENSG00000152439,0.0,24,12
ENSG00000163006,1.0,32,14
ENSG00000100528,1.0,35,15
ENSG00000144711,0.0,43,18
ENSG00000144681,0.0,33,17
ENSG00000125148,1.0,35,13
ENSG00000243335,1.0,34,15
ENSG00000171368,0.0,18,10
ENSG00000119919,0.0,27,10
ENSG00000167766,1.0,26,13
ENSG00000167565,1.0,41,17
ENSG00000001460,0.0,28,16
ENSG00000214216,0.0,19,6
ENSG00000177875,0.0,33,15
ENSG00000151914,0.0,32,15
ENSG00000014914,1.0,36,14
ENSG00000104960,1.0,41,16
ENSG00000093144,1.0,33,15
ENSG00000113504,0.0,32,16
ENSG00000143702,1.0,37,13
ENSG00000215612,0.0,13,4
ENSG00000205476,1.0,38,12
ENSG00000103196,0.0,37,15
ENSG00000126775,1.0,41,18
ENSG00000051620,1.0,24,13
ENSG00000106049,1.0,38,20
ENSG00000135919,0.0,30,16
ENSG00000128918,0.0,24,13
ENSG00000166889,1.0,36,17
ENSG00000181965,0.0,21,7
ENSG00000169393,0.0,15,5
ENSG00000090861,1.0,36,18
ENSG00000149636,1.0,35,17
ENSG00000166275,1.0,27,11
ENSG00000167531,0.0,29,11
ENSG00000119042,0.0,33,15
ENSG00000001497,1.0,32,18
ENSG00000185522,0.0,30,17
ENSG00000241119,0.0,15,3
ENSG00000188529,1.0,44,18
ENSG00000136982,1.0,38,18
ENSG00000163701,0.0,27,12
ENSG00000100814,1.0,33,13
ENSG00000103546,0.0,26,10
ENSG00000119574,0.0,42,18
ENSG00000170522,1.0,38,16
ENSG00000101452,1.0,35,19
ENSG00000116754,1.0,40,17
ENSG00000118655,1.0,30,11
ENSG00000152254,0.0,18,3
ENSG00000197016,0.0,12,4
ENSG00000141448,1.0,35,15
ENSG00000178776,0.0,23,7
ENSG00000108602,0.0,29,8
ENSG00000149289,1.0,38,16
ENSG00000163297,0.0,37,14
ENSG00000220161,0.0,7,4
ENSG00000162998,0.0,16,6
ENSG00000000005,0.0,16,5
ENSG00000125991,1.0,28,15
ENSG00000168936,1.0,41,17
ENSG00000035141,1.0,33,17
ENSG00000079101,0.0,20,12
ENSG00000197360,0.0,19,5
ENSG00000168283,1.0,35,17
ENSG00000213265,0.0,23,10
ENSG00000177684,0.0,7,3
ENSG00000159086,1.0,34,15
ENSG00000141644,1.0,35,18
ENSG00000184571,0.0,23,12
ENSG00000184110,1.0,3,1
ENSG00000171681,1.0,37,16
ENSG00000123684,1.0,33,12
ENSG00000170043,1.0,26,16
ENSG00000129625,1.0,36,19
ENSG00000124731,0.0,28,11
ENSG00000099282,1.0,32,15
ENSG00000136295,0.0,36,16
ENSG00000166788,1.0,35,16
ENSG00000170265,1.0,37,17
ENSG00000204178,1.0,34,16
ENSG00000142303,0.0,32,14
ENSG00000083799,1.0,33,18
ENSG00000168263,0.0,24,10
ENSG00000073060,1.0,38,17
ENSG00000069869,1.0,35,13
ENSG00000255501,0.0,19,5
ENSG00000130559,1.0,34,13
ENSG00000175065,0.0,18,6
ENSG00000152558,1.0,44,20
ENSG00000080371,1.0,36,16
ENSG00000177370,1.0,39,17
ENSG00000004961,1.0,36,16
ENSG00000077147,1.0,32,14
ENSG00000160293,1.0,36,19
ENSG00000087258,0.0,28,12
ENSG00000196876,0.0,17,8
ENSG00000125995,1.0,40,18
ENSG00000175857,0.0,15,6
ENSG00000081386,1.0,32,14
ENSG00000172380,1.0,38,18
ENSG00000130812,0.0,22,5
ENSG00000204628,1.0,37,16
ENSG00000175920,0.0,20,11
