gene_id,GE,Pattern_1,Pattern_2
ENSG00000177023,0.0,10,1
ENSG00000108395,1.0,30,39
ENSG00000060491,1.0,24,41
ENSG00000143556,0.0,9,6
ENSG00000091527,1.0,32,44
ENSG00000137831,1.0,31,37
ENSG00000103852,1.0,29,37
ENSG00000164897,1.0,33,31
ENSG00000101425,0.0,12,19
ENSG00000232112,1.0,27,37
ENSG00000186265,0.0,14,22
ENSG00000171428,0.0,25,18
ENSG00000196873,0.0,2,1
ENSG00000189164,0.0,29,36
ENSG00000163638,0.0,31,37
ENSG00000204653,0.0,25,12
ENSG00000181803,0.0,17,39
ENSG00000166016,1.0,32,23
ENSG00000166450,1.0,31,36
ENSG00000147813,1.0,22,37
ENSG00000182831,1.0,31,38
ENSG00000050555,0.0,26,22
ENSG00000100625,0.0,35,25
ENSG00000119688,1.0,36,45
ENSG00000104442,1.0,28,36
ENSG00000053371,1.0,23,40
ENSG00000172869,0.0,32,35
ENSG00000169155,1.0,27,41
ENSG00000041982,1.0,30,37
ENSG00000118939,1.0,27,38
ENSG00000229809,0.0,31,25
ENSG00000119616,1.0,27,40
ENSG00000095739,1.0,34,39
ENSG00000169583,0.0,7,26
ENSG00000064999,1.0,32,37
ENSG00000142700,0.0,31,12
ENSG00000136425,1.0,23,25
ENSG00000162616,1.0,31,32
ENSG00000126752,0.0,16,9
ENSG00000244509,1.0,22,32
ENSG00000177873,0.0,23,36
ENSG00000204574,1.0,26,40
ENSG00000169925,1.0,28,32
ENSG00000119185,0.0,29,40
ENSG00000138777,1.0,29,41
ENSG00000218357,0.0,28,22
ENSG00000160867,1.0,24,41
ENSG00000095932,0.0,15,14
ENSG00000236981,0.0,7,16
ENSG00000134627,0.0,14,15
ENSG00000196821,1.0,33,37
ENSG00000157349,1.0,19,20
ENSG00000169906,0.0,11,39
ENSG00000168067,1.0,24,38
ENSG00000128228,1.0,24,36
ENSG00000083307,0.0,29,22
ENSG00000183323,0.0,10,27
ENSG00000242259,1.0,37,43
ENSG00000170955,1.0,31,34
ENSG00000135723,1.0,33,44
ENSG00000059588,1.0,35,36
ENSG00000102683,0.0,18,15
ENSG00000074047,1.0,10,28
ENSG00000103254,1.0,15,28
ENSG00000188171,0.0,29,43
ENSG00000120280,0.0,5,13
ENSG00000108599,1.0,29,42
ENSG00000117419,1.0,31,36
ENSG00000162711,0.0,14,13
ENSG00000132749,0.0,28,38
ENSG00000007541,1.0,30,38
ENSG00000235173,1.0,1,0
ENSG00000159199,1.0,27,41
ENSG00000167625,1.0,27,41
ENSG00000030419,0.0,31,28
ENSG00000152785,0.0,29,18
ENSG00000176293,0.0,26,32
ENSG00000116661,0.0,22,15
ENSG00000069188,1.0,24,26
ENSG00000183309,1.0,32,43
ENSG00000204498,1.0,33,42
ENSG00000100523,0.0,29,34
ENSG00000115598,0.0,24,27
ENSG00000058668,1.0,36,24
ENSG00000163755,1.0,31,37
ENSG00000145723,0.0,27,33
ENSG00000136141,0.0,26,27
ENSG00000101825,1.0,34,34
ENSG00000166439,1.0,31,34
ENSG00000177156,1.0,30,31
ENSG00000080572,0.0,6,8
ENSG00000109511,0.0,11,19
ENSG00000230594,0.0,0,0
ENSG00000197632,0.0,7,21
ENSG00000134200,0.0,12,19
ENSG00000204516,1.0,20,8
ENSG00000187950,0.0,16,26
ENSG00000012174,1.0,25,29
ENSG00000156234,0.0,12,4
ENSG00000161277,1.0,27,30
ENSG00000151445,1.0,23,34
ENSG00000215217,0.0,32,13
ENSG00000169564,1.0,32,36
ENSG00000168143,0.0,30,39
ENSG00000034152,1.0,18,44
ENSG00000070886,0.0,17,12
ENSG00000060749,1.0,24,34
ENSG00000146285,0.0,23,25
ENSG00000187714,0.0,21,9
ENSG00000122641,0.0,19,20
ENSG00000136158,1.0,35,41
ENSG00000125810,0.0,12,21
ENSG00000188312,0.0,24,22
ENSG00000104888,0.0,16,12
ENSG00000100351,0.0,11,14
ENSG00000162399,0.0,17,16
ENSG00000196800,0.0,22,23
ENSG00000112782,0.0,22,16
ENSG00000183778,0.0,21,32
