gene_id,GE,Pattern_1,Pattern_2
ENSG00000169217,1.0,28,24
ENSG00000107872,1.0,47,36
ENSG00000107362,1.0,35,29
ENSG00000173928,1.0,40,33
ENSG00000166452,1.0,37,28
ENSG00000162078,0.0,46,37
ENSG00000110244,0.0,42,33
ENSG00000100345,1.0,26,24
ENSG00000069943,1.0,27,26
ENSG00000118217,1.0,28,27
ENSG00000068976,0.0,26,23
ENSG00000073584,1.0,37,31
ENSG00000186081,0.0,55,43
ENSG00000096401,1.0,42,31
ENSG00000205495,0.0,34,26
ENSG00000124786,1.0,38,28
ENSG00000242550,0.0,35,31
ENSG00000150722,0.0,43,41
ENSG00000100426,1.0,37,32
ENSG00000081014,0.0,47,36
ENSG00000177674,1.0,43,33
ENSG00000134242,1.0,33,31
ENSG00000062716,1.0,32,28
ENSG00000144848,1.0,31,27
ENSG00000166803,1.0,35,33
ENSG00000186635,1.0,37,31
ENSG00000187950,0.0,44,41
ENSG00000181722,0.0,34,29
ENSG00000154359,1.0,42,30
ENSG00000172794,1.0,50,44
ENSG00000165376,0.0,40,30
ENSG00000179965,0.0,37,33
ENSG00000173915,1.0,39,33
ENSG00000178974,1.0,26,23
ENSG00000152291,1.0,41,32
ENSG00000136110,0.0,57,50
ENSG00000186207,0.0,62,57
ENSG00000112175,0.0,22,17
ENSG00000110801,1.0,35,37
ENSG00000170049,0.0,36,28
ENSG00000008382,1.0,37,30
ENSG00000044574,1.0,36,34
ENSG00000255374,0.0,3,2
ENSG00000198142,0.0,61,50
ENSG00000062598,1.0,33,29
ENSG00000182040,0.0,70,59
ENSG00000203963,0.0,34,31
ENSG00000083454,1.0,49,42
ENSG00000144681,0.0,50,42
ENSG00000143437,1.0,35,28
ENSG00000080371,1.0,29,21
ENSG00000188486,1.0,32,27
ENSG00000180386,0.0,26,30
ENSG00000157106,1.0,20,18
ENSG00000196431,0.0,44,38
ENSG00000182759,0.0,71,64
ENSG00000134901,0.0,53,42
ENSG00000105369,1.0,30,25
ENSG00000150540,1.0,38,29
ENSG00000117281,0.0,36,29
ENSG00000003436,0.0,19,20
ENSG00000110148,0.0,69,55
ENSG00000171451,0.0,63,50
ENSG00000186579,0.0,8,8
ENSG00000166340,1.0,47,35
ENSG00000089154,1.0,41,38
ENSG00000136197,1.0,40,34
ENSG00000173976,0.0,45,35
ENSG00000176244,0.0,33,29
ENSG00000116574,1.0,20,27
ENSG00000140961,1.0,51,46
ENSG00000197461,1.0,75,60
ENSG00000203791,1.0,26,23
ENSG00000138346,0.0,37,31
ENSG00000142224,0.0,41,35
ENSG00000103222,1.0,46,42
ENSG00000183258,1.0,33,33
ENSG00000157322,0.0,11,11
ENSG00000031698,1.0,42,33
ENSG00000122035,1.0,32,33
ENSG00000115325,1.0,41,35
ENSG00000143614,1.0,38,32
ENSG00000137801,1.0,60,51
ENSG00000080824,1.0,29,21
ENSG00000058091,1.0,39,33
ENSG00000106624,1.0,56,47
ENSG00000131351,1.0,37,32
ENSG00000052126,0.0,44,34
ENSG00000164707,0.0,60,49
ENSG00000112378,0.0,55,46
ENSG00000143995,1.0,66,58
ENSG00000164128,1.0,49,45
ENSG00000146066,1.0,32,27
ENSG00000253148,0.0,24,18
ENSG00000163288,0.0,41,46
ENSG00000139656,0.0,50,43
ENSG00000174611,0.0,61,50
ENSG00000166455,0.0,42,33
ENSG00000106541,0.0,45,38
ENSG00000186860,0.0,51,48
ENSG00000138801,1.0,35,28
ENSG00000176641,0.0,64,54
ENSG00000206073,0.0,37,27
ENSG00000072134,1.0,24,25
ENSG00000130775,1.0,29,23
ENSG00000143443,0.0,41,40
ENSG00000182162,1.0,27,20
ENSG00000162222,1.0,29,24
ENSG00000076770,1.0,20,19
ENSG00000134057,1.0,36,33
ENSG00000197321,0.0,46,40
ENSG00000167208,1.0,34,32
ENSG00000165630,1.0,33,32
ENSG00000182919,1.0,34,34
ENSG00000106714,0.0,0,0
ENSG00000041353,0.0,42,40
ENSG00000128310,0.0,46,37
ENSG00000107099,1.0,38,34
ENSG00000166780,1.0,43,39
ENSG00000184304,0.0,53,43
ENSG00000167536,1.0,44,37
ENSG00000070831,1.0,32,29
ENSG00000204314,0.0,60,54
ENSG00000155256,1.0,37,32
ENSG00000163126,1.0,36,29
ENSG00000177565,1.0,46,41
ENSG00000184500,1.0,39,35
ENSG00000181733,0.0,42,36
ENSG00000177570,0.0,56,47
ENSG00000104361,1.0,38,32
ENSG00000060491,1.0,44,39
ENSG00000178171,0.0,64,56
ENSG00000196735,1.0,47,41
ENSG00000237541,1.0,47,38
ENSG00000107611,0.0,38,32
ENSG00000137080,0.0,19,19
ENSG00000151615,0.0,60,49
ENSG00000139116,0.0,41,37
ENSG00000206199,0.0,49,42
ENSG00000155636,1.0,36,30
ENSG00000169612,1.0,28,20
ENSG00000156521,1.0,37,31
ENSG00000156299,0.0,64,55
ENSG00000139514,1.0,48,38
ENSG00000177489,0.0,36,29
ENSG00000106682,1.0,35,29
ENSG00000125999,0.0,55,49
ENSG00000180884,0.0,38,34
ENSG00000205678,0.0,29,20
ENSG00000119760,1.0,46,38
ENSG00000100027,1.0,39,35
ENSG00000113441,1.0,29,25
ENSG00000127870,1.0,30,26
ENSG00000167941,0.0,64,54
ENSG00000205279,0.0,45,39
ENSG00000132821,1.0,67,55
ENSG00000134851,1.0,35,28
ENSG00000100079,1.0,43,34
ENSG00000160877,1.0,47,38
ENSG00000163689,0.0,46,35
ENSG00000205883,0.0,50,50
ENSG00000131591,1.0,45,33
ENSG00000060558,1.0,32,25
ENSG00000143333,1.0,53,47
ENSG00000112576,1.0,39,36
ENSG00000134532,0.0,52,41
ENSG00000112159,1.0,32,33
ENSG00000119431,1.0,36,36
ENSG00000126214,1.0,29,24
ENSG00000108448,0.0,15,15
ENSG00000163380,0.0,39,33
ENSG00000129993,1.0,39,27
ENSG00000079689,0.0,54,52
ENSG00000196865,1.0,31,23
ENSG00000034677,1.0,39,38
ENSG00000171819,0.0,43,35
ENSG00000142538,0.0,59,49
ENSG00000036530,0.0,48,40
ENSG00000140527,0.0,28,26
ENSG00000160783,1.0,42,36
ENSG00000241553,1.0,39,37
ENSG00000140598,0.0,39,29
ENSG00000157184,1.0,34,24
ENSG00000130733,1.0,25,19
ENSG00000172780,1.0,43,35
ENSG00000249709,1.0,33,28
ENSG00000198780,0.0,54,44
ENSG00000067992,1.0,24,21
ENSG00000173320,0.0,59,53
ENSG00000081479,0.0,54,44
ENSG00000164252,1.0,37,28
ENSG00000105821,1.0,34,26
ENSG00000185774,0.0,40,29
ENSG00000134001,1.0,32,25
ENSG00000116525,0.0,40,29
ENSG00000128283,1.0,61,54
ENSG00000187730,0.0,63,56
ENSG00000135502,0.0,74,64
ENSG00000062038,0.0,69,58
ENSG00000198901,0.0,34,27
ENSG00000137714,1.0,35,31
ENSG00000123989,0.0,65,52
ENSG00000134061,1.0,52,41
ENSG00000175395,1.0,23,19
ENSG00000125522,0.0,50,48
ENSG00000163453,1.0,47,36
ENSG00000166670,0.0,46,39
ENSG00000105619,1.0,34,28
ENSG00000006638,0.0,56,47
ENSG00000109790,1.0,29,25
ENSG00000188158,0.0,57,49
ENSG00000253787,0.0,40,36
ENSG00000043143,1.0,40,29
ENSG00000121417,1.0,35,29
ENSG00000242221,0.0,22,25
ENSG00000020426,0.0,36,27
ENSG00000099866,1.0,60,49
ENSG00000198839,1.0,34,28
ENSG00000122592,0.0,75,64
ENSG00000188269,0.0,49,44
ENSG00000188529,1.0,36,28
ENSG00000089505,0.0,32,28
ENSG00000115183,0.0,49,46
ENSG00000169282,0.0,49,42
ENSG00000167914,0.0,46,36
ENSG00000204138,1.0,35,27
ENSG00000083544,1.0,30,25
ENSG00000243073,0.0,19,19
ENSG00000114388,1.0,28,23
ENSG00000111344,0.0,66,56
ENSG00000147905,1.0,43,31
ENSG00000023330,1.0,34,28
ENSG00000253548,0.0,30,22
ENSG00000134627,0.0,32,24
ENSG00000134247,0.0,69,59
ENSG00000138395,0.0,41,33
ENSG00000132823,1.0,46,40
ENSG00000171044,0.0,48,44
ENSG00000172932,1.0,35,28
ENSG00000173464,0.0,39,31
ENSG00000182791,0.0,31,27
ENSG00000173486,1.0,30,25
ENSG00000204344,1.0,5,4
ENSG00000169093,1.0,35,30
ENSG00000095261,1.0,37,22
ENSG00000168032,0.0,52,47
ENSG00000139546,1.0,41,34
ENSG00000196923,1.0,30,26
ENSG00000054598,0.0,64,55
ENSG00000167874,1.0,38,29
ENSG00000213186,0.0,32,29
ENSG00000125821,1.0,48,38
ENSG00000121410,1.0,55,43
ENSG00000196873,0.0,1,1
ENSG00000113552,1.0,40,35
ENSG00000162366,0.0,49,45
ENSG00000178802,1.0,42,37
ENSG00000187855,0.0,61,55
ENSG00000185479,0.0,37,30
ENSG00000232774,0.0,41,39
ENSG00000163681,0.0,39,29
ENSG00000115266,0.0,69,56
ENSG00000135390,1.0,48,36
ENSG00000132423,1.0,38,31
ENSG00000188107,0.0,15,13
ENSG00000140199,0.0,34,26
ENSG00000198356,1.0,32,26
ENSG00000232838,1.0,36,26
ENSG00000166164,1.0,48,43
ENSG00000120262,0.0,43,37
ENSG00000115561,1.0,39,35
ENSG00000186867,0.0,59,58
ENSG00000107859,0.0,55,53
ENSG00000196876,0.0,59,52
ENSG00000182601,0.0,71,60
ENSG00000156050,0.0,37,30
ENSG00000181938,1.0,37,28
ENSG00000220161,0.0,13,7
ENSG00000168412,0.0,66,52
ENSG00000042062,1.0,39,38
ENSG00000170323,1.0,40,35
ENSG00000186714,0.0,46,39
ENSG00000142871,1.0,59,49
ENSG00000106066,1.0,50,41
ENSG00000177689,0.0,23,21
ENSG00000139436,1.0,34,32
ENSG00000075651,1.0,33,30
ENSG00000165915,1.0,33,31
ENSG00000103363,1.0,39,31
ENSG00000143512,0.0,46,42
ENSG00000176040,0.0,43,39
ENSG00000141040,0.0,40,34
ENSG00000157350,1.0,29,25
ENSG00000188986,1.0,36,23
ENSG00000238243,0.0,40,42
ENSG00000140983,1.0,40,35
ENSG00000241635,0.0,49,40
ENSG00000253719,1.0,34,31
ENSG00000070031,0.0,56,48
ENSG00000050767,0.0,58,47
ENSG00000170382,0.0,60,49
ENSG00000159199,1.0,34,32
ENSG00000167641,1.0,52,47
ENSG00000114405,0.0,41,27
ENSG00000160182,0.0,54,50
ENSG00000164303,0.0,40,31
ENSG00000130766,1.0,35,30
ENSG00000178718,1.0,55,41
ENSG00000138079,0.0,36,36
ENSG00000183034,0.0,64,54
ENSG00000104131,1.0,30,24
ENSG00000167360,0.0,39,39
ENSG00000196218,0.0,45,38
ENSG00000177370,1.0,37,33
ENSG00000067177,0.0,32,27
ENSG00000105677,1.0,40,35
ENSG00000166135,1.0,33,29
ENSG00000196747,0.0,43,36
ENSG00000119685,0.0,35,27
ENSG00000235109,0.0,41,34
ENSG00000087995,1.0,20,19
ENSG00000072818,1.0,36,23
ENSG00000151914,0.0,43,38
ENSG00000144677,1.0,47,38
ENSG00000132294,1.0,44,36
ENSG00000186115,0.0,53,43
ENSG00000124074,1.0,46,38
ENSG00000172031,0.0,58,46
ENSG00000187082,0.0,8,8
ENSG00000234278,0.0,9,0
ENSG00000167088,1.0,40,34
ENSG00000188674,0.0,39,34
ENSG00000113119,1.0,44,38
ENSG00000233932,0.0,49,43
ENSG00000204614,0.0,48,40
ENSG00000074370,1.0,46,34
ENSG00000127951,1.0,30,23
ENSG00000102554,0.0,49,42
ENSG00000136485,1.0,43,39
ENSG00000134769,0.0,38,32
ENSG00000169891,0.0,32,25
ENSG00000204653,0.0,39,30
ENSG00000164972,0.0,36,24
ENSG00000154144,1.0,45,34
ENSG00000181856,0.0,57,48
ENSG00000176894,1.0,23,19
ENSG00000170074,0.0,3,2
ENSG00000156395,0.0,72,62
ENSG00000156150,0.0,72,62
ENSG00000104290,0.0,45,35
ENSG00000160994,0.0,57,51
ENSG00000115592,0.0,59,54
ENSG00000183856,0.0,46,35
ENSG00000130695,0.0,43,37
ENSG00000159363,1.0,28,27
ENSG00000166337,1.0,44,39
ENSG00000106803,1.0,40,35
ENSG00000126895,0.0,19,17
ENSG00000100722,1.0,41,33
ENSG00000080822,1.0,27,22
ENSG00000148339,1.0,37,27
ENSG00000162600,1.0,31,26
ENSG00000049089,1.0,43,37
ENSG00000171992,1.0,48,39
ENSG00000169474,0.0,52,37
ENSG00000196071,0.0,34,30
ENSG00000189042,0.0,33,27
ENSG00000135655,1.0,27,23
ENSG00000235098,0.0,50,42
ENSG00000084463,1.0,34,27
ENSG00000175356,0.0,61,49
ENSG00000109046,1.0,39,31
ENSG00000121270,0.0,49,42
ENSG00000151929,1.0,56,47
ENSG00000197245,0.0,66,52
ENSG00000185436,0.0,46,39
ENSG00000165671,1.0,35,32
ENSG00000100429,1.0,38,32
ENSG00000008513,1.0,33,29
ENSG00000163435,0.0,44,40
ENSG00000144481,0.0,43,37
ENSG00000242366,0.0,36,30
ENSG00000175262,0.0,50,45
ENSG00000120280,1.0,12,9
ENSG00000051523,1.0,31,33
ENSG00000127838,1.0,25,23
ENSG00000170477,0.0,52,45
ENSG00000136381,1.0,34,31
ENSG00000147642,0.0,56,44
ENSG00000187017,0.0,62,54
ENSG00000205765,1.0,36,26
ENSG00000184388,0.0,6,7
ENSG00000121578,0.0,29,30
ENSG00000115514,1.0,35,33
ENSG00000139874,0.0,63,53
ENSG00000158113,0.0,48,42
ENSG00000084623,1.0,29,26
ENSG00000100979,1.0,41,32
ENSG00000087842,1.0,32,23
ENSG00000115286,1.0,30,27
ENSG00000004848,0.0,59,55
ENSG00000186625,1.0,41,33
ENSG00000161992,0.0,63,55
ENSG00000116830,1.0,40,35
ENSG00000205476,0.0,58,51
ENSG00000066336,1.0,32,26
ENSG00000134905,1.0,35,26
ENSG00000172733,0.0,43,39
ENSG00000187189,1.0,31,31
ENSG00000180185,1.0,35,25
ENSG00000213030,0.0,32,20
ENSG00000163935,0.0,46,42
ENSG00000183304,0.0,16,12
ENSG00000182481,1.0,42,37
ENSG00000149527,0.0,45,33
ENSG00000130513,1.0,53,47
ENSG00000176009,0.0,37,33
ENSG00000221874,0.0,49,41
