gene_id,GE,Pattern_1,Pattern_2
ENSG00000166716,1.0,66,45
ENSG00000116857,1.0,68,37
ENSG00000144015,0.0,12,9
ENSG00000204514,1.0,61,40
ENSG00000132840,0.0,52,27
ENSG00000176209,1.0,74,36
ENSG00000091527,1.0,76,32
ENSG00000137831,0.0,68,33
ENSG00000198643,0.0,39,14
ENSG00000175311,0.0,51,26
ENSG00000206190,1.0,73,38
ENSG00000083807,0.0,47,11
ENSG00000186265,1.0,82,42
ENSG00000171428,0.0,61,28
ENSG00000006756,0.0,34,17
ENSG00000172403,0.0,58,36
ENSG00000196873,0.0,4,1
ENSG00000184828,0.0,54,26
ENSG00000130433,0.0,59,20
ENSG00000149571,0.0,54,25
ENSG00000141748,0.0,65,28
ENSG00000243729,0.0,42,17
ENSG00000189164,0.0,61,29
ENSG00000177963,1.0,77,40
ENSG00000075407,1.0,76,36
ENSG00000156395,0.0,43,21
ENSG00000161921,1.0,57,24
ENSG00000158553,0.0,62,30
ENSG00000029153,0.0,60,28
ENSG00000152217,0.0,56,31
ENSG00000100625,0.0,64,36
ENSG00000239713,1.0,71,43
ENSG00000119688,1.0,81,35
ENSG00000197249,0.0,52,23
ENSG00000161649,0.0,47,20
ENSG00000134827,0.0,44,23
ENSG00000006638,0.0,70,31
ENSG00000188672,0.0,32,10
ENSG00000196578,0.0,30,19
ENSG00000181626,0.0,38,23
ENSG00000053371,1.0,74,38
ENSG00000166948,0.0,71,31
ENSG00000228804,1.0,56,29
ENSG00000128965,0.0,62,31
ENSG00000118939,1.0,85,40
ENSG00000092853,0.0,57,30
ENSG00000244414,0.0,12,7
ENSG00000229809,1.0,73,40
ENSG00000119616,1.0,69,34
ENSG00000169583,0.0,81,38
ENSG00000064999,1.0,75,40
ENSG00000142700,0.0,83,36
ENSG00000136425,0.0,68,30
ENSG00000128524,1.0,66,36
ENSG00000073737,0.0,56,32
ENSG00000154328,1.0,69,35
ENSG00000165675,1.0,61,30
ENSG00000204574,1.0,75,43
ENSG00000115073,1.0,62,38
ENSG00000218357,0.0,52,33
ENSG00000095932,0.0,59,37
ENSG00000236981,0.0,51,25
ENSG00000157349,1.0,53,22
ENSG00000169906,0.0,41,25
ENSG00000083307,0.0,66,29
ENSG00000115652,1.0,71,37
ENSG00000151615,0.0,69,35
ENSG00000170955,0.0,56,27
ENSG00000242259,1.0,71,38
ENSG00000059588,1.0,72,37
ENSG00000102683,0.0,35,13
ENSG00000100902,1.0,54,17
ENSG00000117305,1.0,63,24
ENSG00000204946,1.0,56,43
ENSG00000100302,0.0,63,35
ENSG00000077984,1.0,76,41
ENSG00000035720,1.0,79,33
ENSG00000164011,0.0,73,42
