gene_id,GE,Pattern_1,Pattern_2
ENSG00000164284,1.0,27,26
ENSG00000177023,0.0,4,3
ENSG00000166716,1.0,40,34
ENSG00000164871,0.0,2,2
ENSG00000060491,1.0,37,32
ENSG00000176209,1.0,33,30
ENSG00000143556,0.0,5,5
ENSG00000103852,0.0,32,32
ENSG00000079616,1.0,30,30
ENSG00000130783,0.0,25,21
ENSG00000186265,0.0,22,19
ENSG00000196873,0.0,0,0
ENSG00000130433,0.0,4,2
ENSG00000167642,1.0,34,35
ENSG00000149571,0.0,20,19
ENSG00000196092,0.0,19,17
ENSG00000243729,0.0,12,12
ENSG00000133398,1.0,25,26
ENSG00000173611,0.0,29,23
ENSG00000147813,1.0,33,33
ENSG00000152217,0.0,36,34
ENSG00000100625,0.0,30,29
ENSG00000239713,0.0,23,19
ENSG00000104442,1.0,31,26
ENSG00000204592,1.0,32,35
ENSG00000197249,1.0,30,35
ENSG00000051596,1.0,13,9
ENSG00000134827,0.0,12,16
ENSG00000006638,0.0,29,23
ENSG00000006740,0.0,25,21
ENSG00000158195,1.0,31,30
ENSG00000181626,0.0,7,11
ENSG00000053371,1.0,33,28
ENSG00000166948,0.0,11,11
ENSG00000172869,1.0,33,35
ENSG00000169155,1.0,33,30
ENSG00000244414,0.0,7,9
ENSG00000165775,0.0,28,26
ENSG00000095739,1.0,31,33
ENSG00000169583,0.0,24,22
ENSG00000142700,0.0,21,12
ENSG00000073737,0.0,16,19
ENSG00000244509,1.0,26,20
ENSG00000181036,0.0,15,18
ENSG00000177873,0.0,25,24
ENSG00000169925,1.0,36,28
ENSG00000218357,0.0,3,5
ENSG00000236981,0.0,13,13
ENSG00000157349,1.0,19,11
ENSG00000168067,0.0,31,32
ENSG00000083307,1.0,33,34
ENSG00000148925,1.0,30,28
ENSG00000183323,0.0,8,9
ENSG00000242259,1.0,32,34
ENSG00000204946,0.0,27,19
ENSG00000117305,1.0,31,31
ENSG00000198720,0.0,29,28
ENSG00000100302,0.0,33,26
ENSG00000074047,0.0,4,4
ENSG00000103254,1.0,28,21
ENSG00000188171,0.0,25,26
ENSG00000196437,0.0,28,27
ENSG00000035720,0.0,14,12
ENSG00000077984,0.0,10,9
ENSG00000164011,1.0,30,31
ENSG00000120280,0.0,25,26
ENSG00000123575,1.0,35,32
ENSG00000135002,1.0,33,33
ENSG00000143502,0.0,27,23
ENSG00000212724,0.0,5,6
ENSG00000172365,0.0,14,15
ENSG00000007541,0.0,29,26
ENSG00000119596,1.0,36,35
ENSG00000166126,1.0,35,37
