gene_id,GE,Pattern_1,Pattern_2
ENSG00000162636,1.0,30,23
ENSG00000109118,1.0,11,24
ENSG00000164284,0.0,26,30
ENSG00000108395,1.0,17,23
ENSG00000167216,0.0,42,21
ENSG00000144015,0.0,22,2
ENSG00000164871,0.0,20,5
ENSG00000128040,1.0,29,29
ENSG00000196793,0.0,38,28
ENSG00000132840,0.0,49,16
ENSG00000164897,1.0,11,22
ENSG00000136485,1.0,27,30
ENSG00000130783,0.0,20,25
ENSG00000171428,0.0,51,15
ENSG00000006756,1.0,38,28
ENSG00000172403,0.0,51,13
ENSG00000184828,0.0,54,16
ENSG00000140307,1.0,26,29
ENSG00000141748,0.0,31,16
ENSG00000177963,1.0,19,29
ENSG00000181803,0.0,47,12
ENSG00000075407,1.0,24,30
ENSG00000138079,0.0,37,14
ENSG00000166450,0.0,57,22
ENSG00000147813,1.0,31,26
ENSG00000156395,0.0,59,13
ENSG00000050555,0.0,55,10
ENSG00000152217,1.0,44,21
ENSG00000113575,1.0,17,26
ENSG00000100625,0.0,54,17
ENSG00000239713,1.0,9,29
ENSG00000119688,1.0,21,28
ENSG00000104442,1.0,16,32
ENSG00000197249,0.0,46,14
ENSG00000161649,0.0,41,15
ENSG00000135446,1.0,21,31
ENSG00000132341,1.0,20,29
ENSG00000006638,0.0,22,17
ENSG00000051596,1.0,2,16
ENSG00000134827,0.0,33,23
ENSG00000008056,0.0,55,17
ENSG00000188672,0.0,18,6
ENSG00000196578,0.0,32,13
ENSG00000053371,1.0,28,26
ENSG00000119242,1.0,30,29
ENSG00000169155,1.0,28,25
ENSG00000041982,0.0,57,18
ENSG00000119616,1.0,24,32
ENSG00000162616,1.0,21,18
ENSG00000164707,0.0,47,14
ENSG00000126752,0.0,38,4
ENSG00000165675,1.0,53,27
ENSG00000177873,1.0,17,26
ENSG00000164300,0.0,34,29
ENSG00000115073,1.0,21,29
ENSG00000187642,0.0,45,6
ENSG00000218357,0.0,52,10
ENSG00000113361,0.0,53,16
ENSG00000176834,1.0,25,27
ENSG00000136381,1.0,19,31
ENSG00000134627,0.0,26,14
ENSG00000196821,1.0,14,27
ENSG00000157349,1.0,11,6
ENSG00000115652,1.0,19,24
ENSG00000148925,1.0,14,26
ENSG00000242259,1.0,19,28
ENSG00000167634,0.0,30,12
ENSG00000036530,0.0,42,12
ENSG00000102683,0.0,42,12
ENSG00000074047,0.0,43,12
ENSG00000035720,1.0,21,15
ENSG00000000419,1.0,19,30
ENSG00000123575,1.0,56,27
ENSG00000165762,0.0,46,15
ENSG00000135002,1.0,15,27
ENSG00000174950,0.0,37,13
ENSG00000143502,0.0,60,14
ENSG00000212724,0.0,46,17
ENSG00000007541,1.0,13,28
ENSG00000091831,0.0,33,25
ENSG00000167625,0.0,19,28
ENSG00000176293,1.0,22,33
ENSG00000170579,0.0,58,12
ENSG00000116661,0.0,49,13
ENSG00000069188,0.0,52,22
ENSG00000115145,1.0,24,23
ENSG00000183309,1.0,34,28
ENSG00000204498,1.0,20,29
ENSG00000132423,1.0,18,17
ENSG00000119048,1.0,19,21
ENSG00000167705,1.0,14,22
ENSG00000136045,1.0,21,29
ENSG00000145723,0.0,20,19
ENSG00000111911,1.0,26,25
ENSG00000136141,1.0,20,24
ENSG00000164306,1.0,12,18
ENSG00000187605,1.0,22,30
ENSG00000141738,0.0,57,13
ENSG00000129219,0.0,51,25
ENSG00000117016,0.0,48,14
