gene_id,GE,Pattern_1
ENSG00000169217,1.0,77
ENSG00000107362,1.0,78
ENSG00000110244,0.0,28
ENSG00000087495,1.0,80
ENSG00000197016,0.0,66
ENSG00000100345,1.0,60
ENSG00000118418,1.0,72
ENSG00000069943,0.0,63
ENSG00000118217,1.0,77
ENSG00000129226,1.0,78
ENSG00000068976,0.0,58
ENSG00000073584,1.0,72
ENSG00000153237,0.0,70
ENSG00000180660,0.0,57
ENSG00000143797,1.0,73
ENSG00000072682,0.0,61
ENSG00000242550,0.0,37
ENSG00000137944,1.0,71
ENSG00000177674,0.0,53
ENSG00000134242,0.0,38
ENSG00000170525,1.0,56
ENSG00000186230,1.0,68
ENSG00000144848,1.0,63
ENSG00000166803,0.0,53
ENSG00000186635,1.0,73
ENSG00000221949,0.0,75
ENSG00000187950,0.0,37
ENSG00000127445,1.0,68
ENSG00000070882,0.0,60
ENSG00000196357,1.0,73
ENSG00000173915,1.0,70
ENSG00000100749,1.0,62
ENSG00000147145,0.0,68
ENSG00000168757,0.0,0
ENSG00000162783,1.0,89
ENSG00000136295,1.0,69
ENSG00000099284,1.0,59
ENSG00000146166,0.0,46
ENSG00000140688,1.0,64
ENSG00000144868,1.0,89
ENSG00000198142,1.0,82
ENSG00000083454,0.0,60
ENSG00000244005,1.0,74
ENSG00000088992,0.0,53
ENSG00000080371,1.0,61
ENSG00000160293,1.0,74
ENSG00000132953,0.0,59
ENSG00000129744,0.0,52
ENSG00000141026,1.0,67
ENSG00000196431,0.0,37
ENSG00000141580,1.0,67
ENSG00000182759,0.0,53
ENSG00000237765,1.0,70
ENSG00000105369,0.0,43
ENSG00000150540,0.0,68
ENSG00000167130,1.0,68
ENSG00000179021,1.0,80
ENSG00000117281,0.0,47
ENSG00000168263,0.0,50
ENSG00000089116,0.0,64
ENSG00000205221,0.0,43
ENSG00000110148,1.0,72
ENSG00000256713,0.0,0
ENSG00000171451,1.0,80
ENSG00000186019,1.0,79
ENSG00000141971,1.0,50
ENSG00000158006,0.0,61
ENSG00000133935,1.0,72
ENSG00000136197,1.0,62
ENSG00000179562,1.0,80
