gene_id,GE,Pattern_1
ENSG00000109118,1.0,37
ENSG00000177023,0.0,0
ENSG00000167216,0.0,14
ENSG00000116857,1.0,37
ENSG00000099942,1.0,30
ENSG00000205307,1.0,18
ENSG00000136933,1.0,33
ENSG00000143183,1.0,37
ENSG00000143556,0.0,5
ENSG00000232112,1.0,38
ENSG00000083807,0.0,27
ENSG00000186265,0.0,9
ENSG00000107014,0.0,5
ENSG00000184828,0.0,3
ENSG00000243729,0.0,8
ENSG00000163638,1.0,37
ENSG00000181803,0.0,2
ENSG00000133398,1.0,40
ENSG00000224877,1.0,29
ENSG00000138079,0.0,4
ENSG00000169057,1.0,29
ENSG00000156395,0.0,12
ENSG00000158553,0.0,5
ENSG00000050555,1.0,16
ENSG00000029153,0.0,6
ENSG00000113575,1.0,34
ENSG00000100625,1.0,19
ENSG00000239713,0.0,16
ENSG00000104442,1.0,32
ENSG00000204592,1.0,32
ENSG00000197249,0.0,7
ENSG00000172352,0.0,0
ENSG00000135446,1.0,37
ENSG00000051596,1.0,24
ENSG00000134827,0.0,14
ENSG00000188672,0.0,5
ENSG00000158195,1.0,27
ENSG00000181626,0.0,9
ENSG00000196578,0.0,2
ENSG00000172869,1.0,27
ENSG00000119242,1.0,33
ENSG00000041982,1.0,34
ENSG00000118939,1.0,30
ENSG00000110422,1.0,22
ENSG00000095739,1.0,40
ENSG00000162616,1.0,31
ENSG00000128524,1.0,34
ENSG00000154328,1.0,32
ENSG00000244509,1.0,32
ENSG00000169925,1.0,32
ENSG00000187642,0.0,4
ENSG00000136381,1.0,39
ENSG00000134627,0.0,7
ENSG00000168067,1.0,34
ENSG00000083307,0.0,7
ENSG00000171772,0.0,6
ENSG00000036530,0.0,14
ENSG00000135723,1.0,29
ENSG00000117305,1.0,29
ENSG00000100302,0.0,4
ENSG00000077984,0.0,16
ENSG00000123575,1.0,37
ENSG00000165762,0.0,9
ENSG00000135002,1.0,38
ENSG00000143502,0.0,8
ENSG00000212724,0.0,15
ENSG00000119596,1.0,42
ENSG00000030419,0.0,18
ENSG00000179526,1.0,34
ENSG00000152785,0.0,2
