gene_id,GE,Pattern_2
ENSG00000169217,1.0,40
ENSG00000107872,1.0,25
ENSG00000107362,1.0,22
ENSG00000173928,0.0,19
ENSG00000166452,1.0,28
ENSG00000162078,0.0,12
ENSG00000198074,1.0,26
ENSG00000087495,0.0,11
ENSG00000100345,1.0,37
ENSG00000096401,1.0,33
ENSG00000180660,0.0,14
ENSG00000143797,1.0,26
ENSG00000072682,1.0,29
ENSG00000124786,1.0,32
ENSG00000255378,0.0,2
ENSG00000101638,0.0,14
ENSG00000062716,1.0,27
ENSG00000186230,1.0,39
ENSG00000144848,1.0,31
ENSG00000100239,1.0,17
ENSG00000133997,1.0,30
ENSG00000185246,1.0,26
ENSG00000127445,1.0,28
ENSG00000169684,1.0,14
ENSG00000011478,1.0,33
ENSG00000196357,0.0,25
ENSG00000117407,1.0,38
ENSG00000178974,1.0,28
ENSG00000147145,0.0,14
ENSG00000152291,1.0,37
ENSG00000168757,0.0,0
ENSG00000162783,1.0,40
ENSG00000136295,1.0,30
ENSG00000112175,0.0,30
ENSG00000170396,0.0,19
ENSG00000143324,1.0,26
ENSG00000170049,0.0,28
ENSG00000099284,1.0,26
ENSG00000146166,0.0,17
ENSG00000072195,1.0,16
ENSG00000144868,0.0,10
ENSG00000062598,1.0,33
ENSG00000203963,0.0,14
ENSG00000100012,0.0,15
ENSG00000174456,0.0,16
ENSG00000160293,1.0,29
ENSG00000188486,1.0,37
ENSG00000180386,0.0,20
ENSG00000092470,1.0,31
ENSG00000132681,0.0,7
ENSG00000120907,0.0,9
ENSG00000167130,1.0,34
ENSG00000179021,1.0,36
ENSG00000089116,0.0,8
ENSG00000003436,0.0,28
ENSG00000205221,0.0,13
ENSG00000141971,1.0,18
ENSG00000100225,1.0,27
ENSG00000089154,1.0,32
ENSG00000004961,1.0,42
ENSG00000124429,0.0,12
ENSG00000133935,1.0,36
ENSG00000173976,0.0,25
ENSG00000116574,0.0,13
ENSG00000140961,1.0,22
ENSG00000197461,1.0,21
ENSG00000120915,0.0,18
ENSG00000213366,0.0,15
ENSG00000160654,0.0,14
ENSG00000183258,1.0,37
ENSG00000157322,0.0,6
ENSG00000143614,1.0,25
ENSG00000161217,1.0,32
ENSG00000080824,1.0,40
ENSG00000147526,1.0,33
ENSG00000161896,0.0,26
ENSG00000122136,0.0,13
ENSG00000004809,0.0,17
ENSG00000058091,1.0,25
ENSG00000131351,1.0,36
ENSG00000151292,1.0,27
ENSG00000052126,1.0,36
ENSG00000068831,0.0,6
ENSG00000143995,0.0,28
ENSG00000112378,1.0,30
ENSG00000136813,1.0,19
ENSG00000164128,0.0,8
ENSG00000124151,1.0,17
ENSG00000146066,1.0,39
ENSG00000161888,1.0,28
ENSG00000189068,0.0,7
ENSG00000163288,0.0,17
ENSG00000139656,0.0,26
ENSG00000174611,0.0,15
ENSG00000118898,1.0,34
ENSG00000139890,0.0,22
ENSG00000198925,1.0,35
ENSG00000106541,0.0,18
ENSG00000186860,0.0,21
ENSG00000067334,1.0,36
ENSG00000089723,1.0,23
ENSG00000257591,0.0,28
ENSG00000167588,0.0,16
ENSG00000157657,1.0,27
ENSG00000143443,0.0,33
ENSG00000001460,1.0,31
ENSG00000184486,0.0,14
ENSG00000107581,1.0,32
ENSG00000158528,0.0,10
ENSG00000167565,1.0,39
ENSG00000072849,1.0,33
ENSG00000169758,0.0,17
ENSG00000076770,0.0,24
ENSG00000179071,0.0,14
ENSG00000109118,1.0,26
ENSG00000091490,1.0,27
ENSG00000140391,1.0,33
ENSG00000154451,0.0,21
ENSG00000041353,0.0,27
ENSG00000180869,0.0,18
ENSG00000197093,1.0,15
ENSG00000183918,0.0,18
ENSG00000181733,0.0,10
ENSG00000104361,1.0,33
ENSG00000177138,0.0,13
ENSG00000198467,1.0,34
ENSG00000196735,0.0,12
ENSG00000237541,0.0,19
ENSG00000170776,1.0,34
ENSG00000139116,1.0,27
ENSG00000206199,0.0,26
ENSG00000188938,1.0,18
ENSG00000116031,0.0,14
ENSG00000169612,1.0,31
ENSG00000161395,1.0,25
ENSG00000232399,0.0,0
ENSG00000106038,0.0,11
ENSG00000156521,1.0,31
ENSG00000148985,1.0,33
ENSG00000204084,0.0,12
ENSG00000152944,1.0,32
ENSG00000127870,1.0,39
ENSG00000169567,1.0,35
ENSG00000160877,1.0,39
ENSG00000196526,1.0,27
ENSG00000151689,1.0,24
ENSG00000205883,0.0,17
ENSG00000131591,1.0,28
ENSG00000181626,0.0,17
ENSG00000060558,1.0,21
ENSG00000143333,0.0,32
ENSG00000134532,0.0,19
ENSG00000028137,0.0,13
ENSG00000116062,1.0,28
ENSG00000136758,1.0,32
ENSG00000112159,0.0,26
ENSG00000226174,1.0,26
ENSG00000178209,1.0,21
ENSG00000108448,1.0,20
ENSG00000129993,0.0,10
ENSG00000229314,0.0,3
ENSG00000196865,1.0,26
ENSG00000171819,0.0,34
ENSG00000036530,0.0,13
ENSG00000171942,0.0,18
ENSG00000143816,1.0,32
ENSG00000160783,1.0,23
ENSG00000140365,1.0,29
ENSG00000196313,1.0,18
ENSG00000140598,1.0,40
ENSG00000130733,1.0,34
ENSG00000104497,0.0,32
ENSG00000114796,0.0,29
ENSG00000198780,1.0,32
ENSG00000172062,1.0,0
ENSG00000198336,0.0,20
ENSG00000185774,0.0,12
ENSG00000154016,0.0,2
ENSG00000134001,1.0,42
ENSG00000116525,0.0,34
ENSG00000101104,1.0,31
ENSG00000135502,0.0,12
ENSG00000062038,1.0,35
ENSG00000091651,1.0,30
ENSG00000188175,0.0,14
ENSG00000198901,1.0,20
ENSG00000062282,0.0,12
ENSG00000134061,0.0,23
ENSG00000116690,0.0,13
ENSG00000106524,1.0,29
ENSG00000122591,1.0,32
ENSG00000119689,1.0,33
ENSG00000163453,1.0,28
ENSG00000198931,1.0,37
ENSG00000188158,0.0,18
ENSG00000253787,0.0,16
ENSG00000100441,1.0,44
ENSG00000101181,1.0,30
ENSG00000121417,1.0,38
ENSG00000242221,0.0,22
ENSG00000179941,1.0,31
ENSG00000140932,0.0,24
ENSG00000099866,0.0,13
ENSG00000131236,1.0,38
ENSG00000105650,0.0,10
ENSG00000122592,0.0,22
ENSG00000170606,1.0,34
ENSG00000130363,1.0,24
ENSG00000188529,1.0,31
ENSG00000089505,0.0,30
ENSG00000204439,1.0,35
ENSG00000042781,0.0,19
ENSG00000136720,1.0,33
ENSG00000239332,0.0,23
ENSG00000145216,1.0,37
ENSG00000171853,1.0,36
ENSG00000204138,0.0,32
ENSG00000137077,0.0,23
ENSG00000149516,0.0,13
ENSG00000095932,0.0,12
ENSG00000130826,1.0,35
ENSG00000175329,0.0,22
ENSG00000138944,1.0,15
ENSG00000101349,0.0,16
ENSG00000085491,1.0,38
ENSG00000129757,0.0,15
ENSG00000023330,1.0,34
ENSG00000120563,0.0,8
ENSG00000134627,0.0,13
ENSG00000134247,1.0,36
ENSG00000171044,0.0,33
ENSG00000164967,1.0,21
ENSG00000172932,1.0,40
ENSG00000176473,0.0,19
ENSG00000182791,0.0,3
ENSG00000181634,0.0,30
ENSG00000177054,1.0,42
ENSG00000173486,1.0,33
ENSG00000166796,0.0,9
ENSG00000169093,1.0,15
ENSG00000153879,1.0,30
ENSG00000171847,0.0,6
ENSG00000167874,0.0,26
ENSG00000213186,0.0,39
ENSG00000100294,1.0,35
ENSG00000104435,0.0,10
ENSG00000113552,1.0,29
ENSG00000162366,0.0,11
ENSG00000178802,1.0,31
ENSG00000106462,1.0,28
ENSG00000251349,1.0,38
ENSG00000131475,1.0,33
ENSG00000105939,1.0,29
ENSG00000161526,1.0,40
ENSG00000132622,0.0,8
ENSG00000115266,0.0,9
ENSG00000167850,0.0,9
ENSG00000135390,1.0,36
ENSG00000151413,0.0,24
ENSG00000158089,1.0,25
ENSG00000140199,1.0,21
ENSG00000198356,1.0,28
ENSG00000166164,1.0,38
ENSG00000124067,1.0,38
ENSG00000148484,1.0,37
ENSG00000149654,0.0,12
ENSG00000140326,1.0,38
ENSG00000171067,1.0,30
ENSG00000182601,0.0,9
ENSG00000156050,0.0,22
ENSG00000180592,0.0,23
ENSG00000220161,0.0,5
ENSG00000152595,0.0,13
ENSG00000133321,0.0,11
ENSG00000140263,1.0,26
ENSG00000101391,1.0,34
ENSG00000135070,1.0,36
ENSG00000168412,0.0,10
ENSG00000186714,0.0,20
ENSG00000188373,0.0,22
ENSG00000106066,0.0,15
ENSG00000177689,0.0,13
ENSG00000104970,0.0,10
ENSG00000137285,1.0,10
ENSG00000054523,1.0,14
ENSG00000130173,0.0,25
ENSG00000103363,1.0,34
ENSG00000147257,0.0,15
ENSG00000150768,1.0,23
ENSG00000108829,1.0,35
ENSG00000124233,0.0,21
ENSG00000139112,1.0,22
ENSG00000126602,1.0,29
ENSG00000114395,1.0,31
ENSG00000133704,1.0,30
ENSG00000117114,1.0,14
ENSG00000122550,1.0,28
ENSG00000157350,1.0,22
ENSG00000117533,0.0,29
ENSG00000145354,1.0,31
ENSG00000105983,1.0,24
ENSG00000253719,1.0,39
ENSG00000050767,0.0,15
ENSG00000131142,0.0,4
ENSG00000151806,1.0,32
ENSG00000170382,0.0,19
ENSG00000184076,1.0,36
ENSG00000160182,0.0,6
ENSG00000124491,0.0,10
ENSG00000152894,1.0,28
ENSG00000110429,1.0,36
ENSG00000138079,0.0,11
ENSG00000128159,1.0,27
ENSG00000104131,1.0,35
ENSG00000186967,0.0,19
ENSG00000105677,1.0,38
ENSG00000072818,0.0,13
ENSG00000146910,0.0,7
