gene_id,GE,Pattern_1,Pattern_2
ENSG00000169217,1.0,30,61
ENSG00000107872,1.0,36,60
ENSG00000173928,0.0,36,60
ENSG00000166452,1.0,26,49
ENSG00000198074,1.0,24,50
ENSG00000204920,0.0,30,55
ENSG00000069943,1.0,25,52
ENSG00000121552,0.0,16,33
ENSG00000148346,1.0,32,58
ENSG00000118217,1.0,25,40
ENSG00000100345,1.0,32,57
ENSG00000068976,0.0,25,53
ENSG00000073584,1.0,25,50
ENSG00000124356,1.0,30,52
ENSG00000186081,0.0,14,58
ENSG00000143797,1.0,30,47
ENSG00000140526,1.0,35,51
ENSG00000137944,1.0,33,54
ENSG00000100968,1.0,26,60
ENSG00000170525,1.0,34,61
ENSG00000181016,0.0,18,55
ENSG00000196510,1.0,35,59
ENSG00000100239,1.0,15,37
ENSG00000166803,1.0,24,48
ENSG00000186635,1.0,32,72
ENSG00000187950,0.0,19,46
ENSG00000181722,0.0,26,46
ENSG00000127445,1.0,25,66
ENSG00000148408,0.0,25,57
ENSG00000165376,0.0,11,27
ENSG00000011478,1.0,26,55
ENSG00000196357,0.0,24,60
ENSG00000100156,0.0,32,67
ENSG00000147145,0.0,10,15
ENSG00000152291,1.0,36,56
ENSG00000168757,0.0,2,3
ENSG00000112175,0.0,15,17
ENSG00000143324,1.0,26,42
ENSG00000101230,0.0,23,37
ENSG00000099284,1.0,32,44
ENSG00000122376,1.0,23,49
ENSG00000140688,1.0,28,60
ENSG00000008382,1.0,27,62
ENSG00000255374,0.0,14,25
ENSG00000198142,1.0,30,41
ENSG00000203963,0.0,17,38
ENSG00000244005,1.0,26,59
ENSG00000174456,0.0,17,51
ENSG00000176428,0.0,32,44
ENSG00000160293,1.0,30,55
ENSG00000132953,0.0,27,50
ENSG00000121274,0.0,32,54
ENSG00000188486,1.0,35,59
ENSG00000141026,1.0,31,54
ENSG00000196431,0.0,18,43
ENSG00000141580,1.0,27,52
ENSG00000132681,0.0,21,46
ENSG00000179021,1.0,28,56
ENSG00000143801,1.0,25,46
ENSG00000168263,0.0,16,40
ENSG00000213347,1.0,30,63
ENSG00000205221,0.0,14,37
ENSG00000110148,0.0,25,41
ENSG00000256713,0.0,0,3
ENSG00000186019,1.0,26,48
ENSG00000158006,1.0,29,53
ENSG00000141971,1.0,24,52
ENSG00000179562,1.0,36,58
ENSG00000173976,0.0,15,58
ENSG00000205212,0.0,11,16
ENSG00000186787,1.0,13,32
ENSG00000141316,0.0,23,62
ENSG00000141076,1.0,29,59
ENSG00000166501,1.0,27,56
ENSG00000143614,1.0,33,58
ENSG00000080824,1.0,33,61
ENSG00000161896,0.0,37,55
ENSG00000058091,0.0,19,38
ENSG00000152467,0.0,24,53
ENSG00000236981,0.0,7,31
ENSG00000197256,1.0,33,58
ENSG00000151292,1.0,28,36
ENSG00000164707,0.0,25,47
ENSG00000068831,1.0,32,56
ENSG00000052126,0.0,23,30
ENSG00000253148,0.0,8,17
ENSG00000174611,0.0,32,49
ENSG00000118898,1.0,30,58
ENSG00000011201,0.0,19,31
ENSG00000166455,0.0,25,44
ENSG00000001036,1.0,27,55
ENSG00000106541,1.0,23,51
ENSG00000186860,0.0,19,45
ENSG00000206073,0.0,15,20
ENSG00000023228,1.0,27,52
ENSG00000170579,0.0,25,33
ENSG00000196344,0.0,20,34
ENSG00000168476,1.0,33,72
ENSG00000001460,0.0,27,53
ENSG00000197111,1.0,29,58
ENSG00000135218,0.0,14,24
ENSG00000123405,0.0,22,50
ENSG00000131165,1.0,31,55
ENSG00000072849,1.0,31,56
ENSG00000167208,0.0,34,63
ENSG00000109118,1.0,30,56
ENSG00000173432,1.0,15,35
ENSG00000128310,0.0,25,49
ENSG00000166780,1.0,19,46
ENSG00000197093,0.0,28,51
ENSG00000130035,1.0,22,59
ENSG00000184304,0.0,37,37
ENSG00000204314,0.0,30,56
ENSG00000163126,0.0,21,65
ENSG00000177565,1.0,35,47
ENSG00000181733,0.0,21,32
ENSG00000060491,1.0,42,60
ENSG00000178171,0.0,24,45
ENSG00000164930,0.0,20,43
ENSG00000237541,0.0,15,38
ENSG00000167261,0.0,20,48
ENSG00000137080,0.0,7,23
ENSG00000214756,0.0,31,62
ENSG00000166073,0.0,25,40
ENSG00000257949,1.0,23,57
ENSG00000116031,0.0,16,42
