gene_id,GE,Pattern_2
ENSG00000177023,0.0,7
ENSG00000108395,1.0,27
ENSG00000164871,0.0,3
ENSG00000136933,0.0,28
ENSG00000143183,1.0,25
ENSG00000091527,1.0,37
ENSG00000141446,1.0,33
ENSG00000164897,1.0,39
ENSG00000198643,1.0,30
ENSG00000101425,0.0,16
ENSG00000175311,1.0,37
ENSG00000130783,0.0,24
ENSG00000083807,0.0,10
ENSG00000171428,0.0,25
ENSG00000172403,1.0,37
ENSG00000107014,0.0,11
ENSG00000184828,0.0,30
ENSG00000151498,1.0,25
ENSG00000140307,1.0,30
ENSG00000141748,0.0,22
ENSG00000258920,0.0,27
ENSG00000115808,1.0,32
ENSG00000166016,0.0,32
ENSG00000166450,0.0,35
ENSG00000147813,1.0,32
ENSG00000158553,0.0,20
ENSG00000029153,0.0,35
ENSG00000100625,0.0,29
ENSG00000104442,1.0,35
ENSG00000104884,1.0,30
ENSG00000161649,0.0,19
ENSG00000135446,1.0,33
ENSG00000132341,1.0,34
ENSG00000112041,0.0,21
ENSG00000158195,1.0,29
ENSG00000186442,0.0,24
ENSG00000196578,0.0,14
ENSG00000053371,1.0,34
ENSG00000172869,1.0,38
ENSG00000118939,1.0,28
ENSG00000095739,1.0,41
ENSG00000127951,1.0,33
ENSG00000142700,0.0,20
ENSG00000162616,1.0,38
ENSG00000073737,0.0,23
ENSG00000129493,1.0,29
ENSG00000164707,0.0,9
ENSG00000154328,0.0,23
ENSG00000214681,0.0,20
ENSG00000165675,1.0,23
ENSG00000181036,0.0,20
ENSG00000091490,1.0,38
ENSG00000164300,1.0,38
ENSG00000169925,1.0,34
ENSG00000115073,1.0,27
ENSG00000059691,0.0,28
ENSG00000138777,1.0,32
ENSG00000218357,0.0,11
ENSG00000160867,1.0,30
ENSG00000095932,1.0,33
ENSG00000136381,1.0,35
ENSG00000134627,1.0,14
ENSG00000128228,1.0,25
ENSG00000115652,1.0,28
ENSG00000183323,0.0,19
ENSG00000167634,0.0,9
ENSG00000135723,0.0,30
ENSG00000164508,0.0,15
ENSG00000112812,0.0,24
ENSG00000100902,1.0,18
ENSG00000077984,0.0,22
ENSG00000164011,1.0,34
ENSG00000186973,0.0,24
ENSG00000086730,0.0,23
ENSG00000123575,1.0,27
ENSG00000165762,0.0,12
ENSG00000108599,1.0,29
ENSG00000143502,0.0,26
ENSG00000132749,0.0,27
ENSG00000166126,1.0,41
ENSG00000174720,1.0,28
ENSG00000159199,1.0,36
ENSG00000030419,0.0,24
ENSG00000152785,1.0,30
ENSG00000108518,1.0,37
ENSG00000116661,1.0,33
ENSG00000183309,1.0,27
ENSG00000132423,0.0,25
ENSG00000101350,1.0,29
ENSG00000100523,0.0,31
ENSG00000167552,1.0,33
ENSG00000167705,0.0,29
ENSG00000186951,1.0,35
ENSG00000176593,0.0,27
ENSG00000136141,0.0,37
ENSG00000166439,1.0,25
ENSG00000151292,1.0,31
ENSG00000182389,0.0,26
ENSG00000204019,0.0,12
ENSG00000109511,0.0,13
ENSG00000230594,0.0,0
ENSG00000152192,0.0,23
ENSG00000197632,0.0,16
ENSG00000187950,0.0,21
ENSG00000162735,1.0,37
ENSG00000129167,1.0,15
ENSG00000183034,0.0,22
ENSG00000159588,0.0,28
ENSG00000161277,0.0,30
ENSG00000166123,0.0,25
ENSG00000187242,0.0,22
ENSG00000169564,1.0,36
ENSG00000140400,1.0,34
ENSG00000170855,1.0,31
ENSG00000179603,0.0,24
ENSG00000158104,0.0,22
ENSG00000187714,0.0,30
ENSG00000122641,0.0,32
ENSG00000171489,0.0,0
ENSG00000077684,1.0,35
ENSG00000136158,1.0,40
ENSG00000116761,0.0,27
ENSG00000188312,0.0,33
ENSG00000141376,0.0,19
ENSG00000162399,0.0,11
ENSG00000162975,0.0,26
ENSG00000183310,0.0,2
ENSG00000107807,0.0,11
ENSG00000167114,1.0,27
ENSG00000101152,1.0,32
ENSG00000123338,0.0,19
ENSG00000129596,0.0,28
ENSG00000143125,0.0,12
ENSG00000088543,0.0,18
ENSG00000095917,0.0,13
ENSG00000184937,0.0,29
ENSG00000163126,0.0,19
ENSG00000151320,0.0,32
ENSG00000251359,0.0,24
ENSG00000163531,0.0,25
ENSG00000124507,0.0,16
ENSG00000229183,0.0,0
ENSG00000226763,0.0,9
ENSG00000124003,0.0,20
ENSG00000138468,1.0,29
ENSG00000129460,1.0,29
ENSG00000188158,0.0,31
ENSG00000130222,1.0,39
ENSG00000126603,1.0,25
ENSG00000177674,1.0,28
ENSG00000142856,0.0,19
ENSG00000055609,1.0,34
ENSG00000167633,0.0,8
ENSG00000174206,0.0,32
ENSG00000130811,1.0,28
ENSG00000128564,0.0,36
ENSG00000205279,0.0,20
ENSG00000138135,0.0,32
ENSG00000204669,0.0,17
ENSG00000215440,1.0,17
ENSG00000170502,1.0,33
ENSG00000144278,0.0,30
ENSG00000090470,1.0,29
ENSG00000172985,0.0,26
ENSG00000163633,0.0,28
ENSG00000124103,1.0,12
ENSG00000166340,1.0,40
ENSG00000170606,1.0,36
ENSG00000136943,1.0,28
ENSG00000144868,0.0,32
ENSG00000196859,0.0,17
ENSG00000177105,1.0,37
ENSG00000188269,0.0,18
ENSG00000107036,1.0,35
ENSG00000174130,0.0,20
ENSG00000186007,0.0,15
ENSG00000203797,0.0,25
ENSG00000135828,1.0,29
ENSG00000196526,1.0,36
ENSG00000181656,0.0,31
ENSG00000174348,0.0,29
ENSG00000058804,1.0,24
ENSG00000174946,0.0,25
ENSG00000117713,1.0,35
ENSG00000189298,0.0,34
ENSG00000119917,1.0,30
ENSG00000048028,1.0,34
ENSG00000139278,1.0,32
ENSG00000071051,1.0,34
ENSG00000100938,1.0,40
ENSG00000009790,0.0,29
ENSG00000100528,1.0,29
ENSG00000144711,1.0,34
ENSG00000125148,1.0,32
ENSG00000165312,1.0,40
ENSG00000119919,1.0,38
ENSG00000173950,0.0,27
ENSG00000182700,1.0,18
ENSG00000001460,0.0,30
ENSG00000099800,1.0,33
ENSG00000196187,1.0,37
ENSG00000047188,1.0,32
ENSG00000164442,1.0,41
ENSG00000177875,0.0,28
ENSG00000093144,1.0,32
ENSG00000113504,1.0,38
ENSG00000196449,1.0,28
ENSG00000143702,0.0,25
ENSG00000215612,0.0,10
ENSG00000205476,1.0,33
ENSG00000110881,0.0,31
ENSG00000234560,0.0,12
ENSG00000103196,0.0,34
ENSG00000198729,0.0,28
ENSG00000065978,1.0,35
ENSG00000183665,1.0,31
ENSG00000139291,1.0,33
ENSG00000007968,0.0,30
ENSG00000090861,1.0,27
ENSG00000149636,1.0,28
ENSG00000206199,0.0,22
ENSG00000166275,1.0,23
ENSG00000119042,1.0,33
ENSG00000001497,1.0,25
ENSG00000185522,0.0,35
ENSG00000124074,1.0,26
ENSG00000070159,1.0,37
ENSG00000188958,0.0,27
ENSG00000198754,0.0,7
ENSG00000136487,0.0,10
ENSG00000164123,0.0,19
ENSG00000100814,1.0,29
ENSG00000182308,0.0,18
ENSG00000167769,0.0,15
ENSG00000101452,0.0,29
ENSG00000107614,0.0,33
ENSG00000118655,0.0,32
ENSG00000066248,0.0,28
ENSG00000180336,0.0,11
ENSG00000203970,0.0,22
ENSG00000141448,1.0,40
ENSG00000178776,0.0,16
ENSG00000138801,1.0,29
ENSG00000149289,1.0,29
ENSG00000110002,1.0,31
ENSG00000196666,0.0,29
ENSG00000107831,0.0,19
ENSG00000168746,0.0,19
ENSG00000103091,1.0,29
ENSG00000021762,0.0,27
ENSG00000185177,0.0,17
ENSG00000094916,1.0,34
ENSG00000156219,0.0,22
ENSG00000177684,0.0,10
ENSG00000133256,0.0,11
ENSG00000141644,1.0,35
ENSG00000004809,0.0,20
ENSG00000140478,0.0,0
ENSG00000158485,0.0,17
ENSG00000113971,1.0,29
ENSG00000117114,1.0,35
ENSG00000186452,0.0,21
ENSG00000136295,1.0,38
ENSG00000144034,1.0,31
ENSG00000128713,0.0,32
ENSG00000204178,1.0,34
ENSG00000166856,0.0,22
ENSG00000114744,1.0,31
ENSG00000073060,1.0,34
ENSG00000160321,0.0,19
