gene_id,GE,Pattern_1
ENSG00000110244,0.0,31
ENSG00000166452,1.0,35
ENSG00000197016,0.0,39
ENSG00000121552,0.0,11
ENSG00000129226,0.0,39
ENSG00000186081,0.0,36
ENSG00000096401,1.0,43
ENSG00000072682,0.0,29
ENSG00000140526,1.0,34
ENSG00000101638,0.0,26
ENSG00000150722,0.0,18
ENSG00000081014,0.0,38
ENSG00000134242,0.0,13
ENSG00000062716,1.0,23
ENSG00000176155,0.0,37
ENSG00000196510,1.0,43
ENSG00000100239,1.0,27
ENSG00000185246,1.0,35
ENSG00000187950,0.0,20
ENSG00000188056,0.0,20
ENSG00000127445,1.0,35
ENSG00000148408,0.0,45
ENSG00000172794,0.0,21
ENSG00000103269,0.0,33
ENSG00000070882,0.0,35
ENSG00000165376,0.0,33
ENSG00000179965,1.0,38
ENSG00000178974,1.0,31
ENSG00000136110,1.0,41
ENSG00000168757,0.0,0
ENSG00000136295,1.0,46
ENSG00000147041,0.0,16
ENSG00000170049,0.0,39
ENSG00000182931,0.0,25
ENSG00000146166,0.0,11
ENSG00000140688,1.0,32
ENSG00000008382,1.0,39
ENSG00000072195,0.0,36
ENSG00000243284,0.0,29
ENSG00000255374,0.0,30
ENSG00000244005,1.0,41
ENSG00000176428,0.0,33
ENSG00000165935,0.0,21
ENSG00000173559,0.0,29
ENSG00000133816,0.0,27
ENSG00000141026,1.0,41
ENSG00000186141,1.0,39
ENSG00000134901,1.0,32
ENSG00000132681,0.0,32
ENSG00000120907,0.0,21
ENSG00000117281,0.0,15
ENSG00000164088,0.0,40
ENSG00000143801,1.0,40
ENSG00000003436,0.0,34
ENSG00000110148,1.0,32
ENSG00000186019,0.0,33
ENSG00000158006,1.0,39
ENSG00000186579,0.0,7
ENSG00000100225,1.0,30
ENSG00000089154,1.0,42
ENSG00000166960,0.0,23
ENSG00000176244,1.0,25
ENSG00000205212,0.0,15
ENSG00000213366,0.0,29
ENSG00000186787,0.0,28
ENSG00000203791,1.0,39
ENSG00000141076,1.0,46
ENSG00000166501,1.0,31
ENSG00000171611,0.0,13
ENSG00000122035,0.0,20
ENSG00000157322,0.0,14
ENSG00000143614,1.0,45
ENSG00000243232,1.0,39
ENSG00000147526,0.0,35
ENSG00000080824,1.0,42
ENSG00000136002,1.0,40
ENSG00000058091,1.0,27
ENSG00000197256,1.0,45
ENSG00000164707,0.0,29
ENSG00000068831,0.0,32
ENSG00000143995,0.0,22
ENSG00000136813,1.0,33
ENSG00000065883,1.0,26
ENSG00000253148,0.0,15
ENSG00000139890,0.0,38
ENSG00000001036,1.0,39
ENSG00000089723,0.0,33
ENSG00000170579,1.0,23
ENSG00000051108,1.0,32
ENSG00000157657,1.0,26
ENSG00000168476,1.0,41
ENSG00000001460,0.0,32
ENSG00000182162,0.0,14
ENSG00000107581,1.0,39
ENSG00000135218,0.0,13
ENSG00000158528,1.0,32
ENSG00000179071,0.0,22
ENSG00000108830,1.0,41
ENSG00000106714,0.0,0
ENSG00000107672,1.0,40
ENSG00000156650,1.0,32
ENSG00000140391,1.0,39
ENSG00000173432,0.0,12
ENSG00000185664,1.0,34
ENSG00000180869,0.0,30
ENSG00000197093,1.0,30
ENSG00000070831,1.0,32
ENSG00000110881,0.0,42
ENSG00000122484,1.0,35
ENSG00000163126,0.0,41
ENSG00000129518,1.0,40
ENSG00000104361,0.0,21
ENSG00000178171,0.0,24
ENSG00000198467,1.0,43
ENSG00000170776,1.0,34
ENSG00000214756,0.0,37
ENSG00000155636,1.0,30
ENSG00000166073,1.0,39
ENSG00000185896,1.0,36
ENSG00000257949,1.0,34
ENSG00000188938,1.0,31
ENSG00000116031,0.0,28
ENSG00000161395,1.0,43
ENSG00000106038,0.0,27
ENSG00000156521,1.0,34
ENSG00000156299,1.0,37
ENSG00000139514,1.0,33
ENSG00000106682,1.0,40
